property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
flat,emaar palm heights,sector 77,2.25,11250.0,2000.0,Super Built up area 2000(185.81 sq.m.),3.0,3.0,3,22.0,,New Property,2000.0,,,0.0,1.0,0.0,0.0,0.0,1.0,42.0,666.6666666666666
house,huda floor,sector 38,4.0,22222.0,1800.0,Plot area 1800(167.23 sq.m.)Built Up area: 4800 sq.ft. (445.93 sq.m.)Carpet area: 3800 sq.ft. (353.03 sq.m.),4.0,9.0,3+,2.0,East,Relatively New,,4800.0,3800.0,0.0,0.0,1.0,1.0,0.0,1.0,152.0,450.0
flat,signature global park,sohna road,0.95,7845.0,1211.0,Built Up area: 1210.73 (112.48 sq.m.)Carpet area: 756.6 sq.ft. (70.29 sq.m.),3.0,2.0,3+,1.0,,Relatively New,,1210.723472,756.6,0.0,0.0,0.0,0.0,0.0,0.0,46.0,403.6666666666667
flat,the close north,sector 50,2.97,11401.0,2605.0,Super Built up area 2605(242.01 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),3.0,3.0,3+,8.0,North,Moderately Old,2605.0,2600.0,2100.0,0.0,1.0,0.0,0.0,0.0,1.0,174.0,868.3333333333334
flat,mahindra luminare,sector 59,5.5,18182.0,3025.0,Super Built up area 3025(281.03 sq.m.),3.0,3.0,1,26.0,,Under Construction,3025.0,,,0.0,1.0,0.0,0.0,0.0,0.0,24.0,1008.3333333333334
flat,m3m golfestate,sector 65,6.15,18331.0,3355.0,Built Up area: 3355 (311.69 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3.0,4.0,2,20.0,North-East,Undefined,,3355.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1118.3333333333333
house,eros rosewood villas,sector 49,2.5,13514.0,1850.0,Plot area 1530(142.14 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),3.0,3.0,2,2.0,East,Moderately Old,,1900.0,1850.0,0.0,0.0,1.0,1.0,0.0,0.0,59.0,616.6666666666666
flat,pyramid urban,sector 67a,0.62,11855.0,523.0,Carpet area: 523 (48.59 sq.m.),2.0,2.0,2,2.0,South,Relatively New,,,523.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,261.5
flat,antriksh heights,sector 84,0.9,4932.0,1825.0,Super Built up area 1825(169.55 sq.m.),3.0,3.0,3,11.0,South,Relatively New,1825.0,,,0.0,0.0,0.0,0.0,0.0,0.0,87.0,608.3333333333334
flat,dlf new town heights,sector 90,1.55,6557.0,2364.0,Super Built up area 2364(219.62 sq.m.),4.0,4.0,3+,1.0,South-East,Relatively New,2364.0,,,0.0,1.0,0.0,1.0,0.0,0.0,81.0,591.0
house,independent,sector 9,3.2,13519.0,2367.0,Plot area 263(219.9 sq.m.),3.0,3.0,2,1.0,East,Old Property,,2367.0,,0.0,0.0,0.0,0.0,0.0,1.0,36.0,789.0
flat,sobha city,sector 108,3.95,16859.0,2343.0,Built Up area: 2343 (217.67 sq.m.)Carpet area: 2300 sq.ft. (213.68 sq.m.),4.0,5.0,3,25.0,,Undefined,,2343.0,2300.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,585.75
house,independent,sector 105,0.37,8222.0,450.0,Plot area 450(41.81 sq.m.),2.0,2.0,1,1.0,,Moderately Old,,450.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,225.0
flat,emaar mgf emerald floors premier,sector 65,2.7,16364.0,1650.0,Carpet area: 1650 (153.29 sq.m.),3.0,3.0,3,5.0,North-West,Relatively New,,,1650.0,0.0,1.0,1.0,0.0,0.0,1.0,108.0,550.0
flat,ireo the grand arch,sector 58,2.2,13480.0,1632.0,Super Built up area 1632(151.62 sq.m.)Built Up area: 1432 sq.ft. (133.04 sq.m.)Carpet area: 1232 sq.ft. (114.46 sq.m.),2.0,2.0,1,5.0,North-East,Relatively New,1632.0,1432.0,1232.0,1.0,0.0,0.0,0.0,0.0,1.0,94.0,816.0
flat,signature global synera,sector 81,0.38,9500.0,400.0,Carpet area: 400 (37.16 sq.m.),1.0,1.0,2,3.0,South-West,Relatively New,,,400.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,400.0
flat,mvn athens,sohna road,0.24,7059.0,340.0,Carpet area: 340.09 (31.6 sq.m.),1.0,1.0,1,12.0,West,Relatively New,,,340.13924000000003,0.0,0.0,0.0,0.0,0.0,0.0,66.0,340.0
flat,supertech araville,sector 79,1.35,6941.0,1945.0,Carpet area: 1945 (180.7 sq.m.),3.0,3.0,3,4.0,,Relatively New,,,1945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648.3333333333334
house,independent,sector 12,1.35,12217.0,1105.0,Plot area 150(125.42 sq.m.)Built Up area: 2052 sq.yards (1715.73 sq.m.),2.0,5.0,1,3.0,,Old Property,,2052.0,,0.0,0.0,0.0,0.0,0.0,0.0,31.0,552.5
flat,vatika city,sector 49,1.85,10577.0,1749.0,Super Built up area 1748.87(162.48 sq.m.)Built Up area: 1471.12 sq.ft. (136.67 sq.m.),3.0,3.0,1,7.0,South-West,Moderately Old,1748.87,1471.12,,0.0,0.0,1.0,1.0,0.0,0.0,158.0,583.0
flat,hero homes,sector 104,1.9,11249.0,1689.0,Super Built up area 1689(156.91 sq.m.)Carpet area: 1082 sq.ft. (100.52 sq.m.),3.0,3.0,3,16.0,,Under Construction,1689.0,,1082.0,0.0,0.0,0.0,1.0,0.0,1.0,103.0,563.0
flat,signature global solera 2,sector 107,0.37,6679.0,554.0,Carpet area: 553.85 (51.45 sq.m.),2.0,2.0,2,9.0,,New Property,,,553.802655,0.0,0.0,0.0,0.0,0.0,0.0,23.0,277.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.35,9934.0,1359.0,Super Built up area 1359(126.26 sq.m.),2.0,2.0,2,9.0,North-East,Relatively New,1359.0,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,679.5
house,independent,sector 6,0.66,10784.0,612.0,Plot area 612(56.86 sq.m.),3.0,2.0,1,2.0,,Old Property,,612.0,,0.0,0.0,0.0,0.0,0.0,0.0,36.0,204.0
house,independent,sector 67,1.5,8641.0,1736.0,Carpet area: 180 (150.5 sq.m.),5.0,3.0,2,2.0,,New Property,,,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347.2
house,independent,sector 55,5.0,44444.0,1125.0,Plot area 125(104.52 sq.m.)Built Up area: 115 sq.yards (96.15 sq.m.)Carpet area: 100 sq.yards (83.61 sq.m.),2.0,9.0,3+,5.0,East,New Property,,115.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,44.0,562.5
flat,tulip monsella,sector 53,7.4,33199.0,2229.0,Carpet area: 2229 (207.08 sq.m.),4.0,4.0,3,21.0,,Under Construction,,,2229.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,557.25
flat,ashiana mulberry,sohna road,0.74,6016.0,1230.0,Carpet area: 1230 (114.27 sq.m.),2.0,2.0,3+,12.0,,Relatively New,,,1230.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,615.0
flat,ss the leaf,sector 85,1.14,6951.0,1640.0,Super Built up area 1640(152.36 sq.m.),2.0,2.0,3,4.0,South,Relatively New,1640.0,,,0.0,0.0,0.0,0.0,0.0,0.0,109.0,820.0
house,independent,sector 2,3.0,19268.0,1557.0,Plot area 173(144.65 sq.m.),6.0,4.0,3+,3.0,South,Old Property,,1557.0,,0.0,0.0,0.0,0.0,0.0,1.0,28.0,259.5
flat,godrej,sector 79,2.01,8495.0,2366.0,Super Built up area 2366(219.81 sq.m.),3.0,4.0,3+,6.0,East,Relatively New,2366.0,,,0.0,1.0,0.0,0.0,0.0,0.0,158.0,788.6666666666666
flat,sare homes,sector 92,0.58,4099.0,1415.0,Super Built up area 1415(131.46 sq.m.),3.0,3.0,3,3.0,North-East,New Property,1415.0,,,0.0,0.0,0.0,0.0,0.0,0.0,54.0,471.6666666666667
flat,eldeco accolade,sohna road,0.96,6571.0,1461.0,Super Built up area 1457(135.36 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),2.0,2.0,3+,14.0,East,Relatively New,1457.0,,849.0,1.0,0.0,0.0,0.0,0.0,0.0,151.0,730.5
flat,experion the heartsong,sector 108,1.7,8487.0,2003.0,Super Built up area 2003(186.08 sq.m.)Built Up area: 1500.29 sq.ft. (139.38 sq.m.)Carpet area: 1140.98 sq.ft. (106 sq.m.),3.0,4.0,3+,14.0,South-East,Relatively New,2003.0,1500.29,1140.98,0.0,1.0,0.0,0.0,0.0,0.0,119.0,667.6666666666666
flat,bptp terra,sector 37d,1.79,8981.0,1993.0,Super Built up area 1998(185.62 sq.m.),4.0,3.0,3,15.0,South-West,Relatively New,1998.0,,,0.0,0.0,0.0,0.0,1.0,1.0,37.0,498.25
flat,sobha city,sector 108,2.4,17379.0,1381.0,Super Built up area 1381(128.3 sq.m.),2.0,2.0,2,14.0,,New Property,1381.0,,,0.0,0.0,0.0,0.0,0.0,1.0,113.0,690.5
flat,emaar emerald hills,sector 65,1.95,13929.0,1400.0,Carpet area: 1400 (130.06 sq.m.),3.0,3.0,3+,1.0,North-East,New Property,,,1400.0,0.0,0.0,1.0,0.0,0.0,1.0,117.0,466.6666666666667
flat,experion windchants,sector 112,2.8,11471.0,2441.0,Super Built up area 2441(226.78 sq.m.)Built Up area: 1939.03 sq.ft. (180.14 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),2.0,3.0,2,9.0,South-East,Relatively New,2441.0,1939.03,1800.0,1.0,1.0,0.0,0.0,0.0,0.0,137.0,1220.5
flat,microtek greenburg,sector 86,1.23,8311.0,1480.0,Super Built up area 1480(137.5 sq.m.),2.0,2.0,3,13.0,South,Relatively New,1480.0,,,1.0,0.0,0.0,0.0,0.0,0.0,6.0,740.0
flat,sare green parc phase 3,sector 92,0.95,4857.0,1956.0,Super Built up area 1956(181.72 sq.m.),4.0,3.0,3,4.0,North,Moderately Old,1956.0,,,0.0,0.0,0.0,0.0,0.0,0.0,67.0,489.0
house,rattan garden,sector 7,1.3,13499.0,963.0,Built Up area: 963 (89.47 sq.m.),2.0,3.0,2,3.0,,Old Property,,963.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.5
flat,godrej oasis,sector 88a,1.5,8108.0,1850.0,Carpet area: 1850 (171.87 sq.m.),3.0,3.0,2,3.0,,Relatively New,,,1850.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,616.6666666666666
house,dlf city plots,sector 26,19.0,42054.0,4518.0,Plot area 502(419.74 sq.m.),6.0,6.0,3,2.0,East,Relatively New,,4518.0,,1.0,1.0,0.0,0.0,0.0,1.0,121.0,753.0
flat,vatika the seven lamps,sector 82,0.94,6532.0,1439.0,Super Built up area 1435(133.32 sq.m.),2.0,2.0,3+,9.0,North,Relatively New,1435.0,,,1.0,0.0,0.0,0.0,0.0,1.0,117.0,719.5
house,vipul tatvam villa,sector 48,8.5,26235.0,3240.0,Plot area 360(301.01 sq.m.),4.0,4.0,1,,,Relatively New,,3240.0,,0.0,0.0,0.0,0.0,0.0,0.0,21.0,810.0
flat,prime habitat,sector 99,0.27,5433.0,497.0,Carpet area: 497 (46.17 sq.m.),2.0,2.0,1,4.0,North-East,New Property,,,497.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,248.5
flat,sidhivinayak apartments,sector 55,1.9,10556.0,1800.0,Carpet area: 1800 (167.23 sq.m.),4.0,3.0,3+,9.0,North,Moderately Old,,,1800.0,0.0,0.0,0.0,1.0,0.0,2.0,35.0,450.0
flat,shree vardhman flora,sector 90,0.65,4815.0,1350.0,Super Built up area 1350(125.42 sq.m.),2.0,2.0,3,10.0,North,Moderately Old,1350.0,,,1.0,0.0,0.0,0.0,0.0,1.0,83.0,675.0
house,independent,sohna road,1.2,22305.0,538.0,Plot area 50,1.0,4.0,3+,4.0,West,Old Property,,535.0,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,538.0
flat,sare petioles,sector 92,1.22,5250.0,2324.0,Built Up area: 2093 (194.45 sq.m.),4.0,3.0,3,9.0,,Under Construction,,2093.0,,0.0,1.0,0.0,0.0,0.0,0.0,99.0,581.0
flat,espire south,sector 68,1.32,9047.0,1459.0,Built Up area: 1460 (135.64 sq.m.),2.0,2.0,2,9.0,,New Property,,1460.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729.5
flat,puri emerald bay,sector 104,1.32,8516.0,1550.0,Super Built up area 1550(144 sq.m.),2.0,2.0,2,10.0,North-East,Relatively New,1550.0,,,0.0,0.0,0.0,0.0,0.0,0.0,128.0,775.0
flat,dlf new town heights,sector 90,1.9,6967.0,2727.0,Super Built up area 2727(253.35 sq.m.)Carpet area: 2300 sq.ft. (213.68 sq.m.),4.0,4.0,3+,19.0,North-East,Relatively New,2727.0,,2300.0,0.0,1.0,1.0,0.0,0.0,1.0,174.0,681.75
house,independent,sector 8,0.82,9111.0,900.0,Plot area 100(83.61 sq.m.),2.0,3.0,3,2.0,North,Moderately Old,,900.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,450.0
flat,smart world orchard,sector 61,1.57,13652.0,1150.0,Built Up area: 1150 (106.84 sq.m.),2.0,2.0,2,3.0,,New Property,,1150.0,,1.0,0.0,0.0,0.0,1.0,0.0,71.0,575.0
flat,shapoorji pallonji joyville gurugram,sector 102,2.0,10799.0,1852.0,Super Built up area 1852(172.06 sq.m.),3.0,3.0,3,9.0,South-East,Relatively New,1852.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.0,617.3333333333334
flat,supertech araville,sector 79,0.9,5882.0,1530.0,Super Built up area 1530(142.14 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),2.0,2.0,3,5.0,,Relatively New,1530.0,1450.0,1400.0,1.0,0.0,0.0,0.0,0.0,0.0,53.0,765.0
house,ansal sushant lok plots,sector 43,3.3,26570.0,1242.0,Plot area 138(115.39 sq.m.),1.0,1.0,0,,,Under Construction,,1242.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1242.0
flat,ats triumph,sector 104,2.55,13077.0,1950.0,Super Built up area 3150(292.64 sq.m.)Carpet area: 1950 sq.ft. (181.16 sq.m.),4.0,4.0,3+,21.0,East,Relatively New,3150.0,,1950.0,0.0,1.0,0.0,0.0,0.0,0.0,150.0,487.5
house,international city by sobha phase 2,sector 109,6.8,12593.0,5400.0,Plot area 600(501.68 sq.m.),4.0,5.0,3,2.0,North-West,Relatively New,,5400.0,,0.0,1.0,0.0,0.0,0.0,0.0,49.0,1350.0
flat,chd avenue,sector 71,1.25,7172.0,1743.0,Super Built up area 1743(161.93 sq.m.),3.0,4.0,2,7.0,East,Relatively New,1743.0,,,0.0,1.0,0.0,0.0,0.0,1.0,160.0,581.0
flat,dlf the ultima,sector 81,3.25,11805.0,2753.0,Super Built up area 2753(255.76 sq.m.),4.0,4.0,3+,11.0,North-West,Moderately Old,2753.0,,,0.0,1.0,0.0,0.0,0.0,0.0,28.0,688.25
flat,puri the aravallis,sector 61,3.87,17200.0,2250.0,Super Built up area 2250(209.03 sq.m.)Carpet area: 1249.65 sq.ft. (116.1 sq.m.),3.0,4.0,3+,21.0,East,Under Construction,2250.0,,1249.65,0.0,1.0,0.0,0.0,0.0,0.0,58.0,750.0
house,independent,sector 9,1.1,6111.0,1800.0,Plot area 200(18.58 sq.m.),4.0,3.0,1,2.0,North-East,Old Property,,200.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0
flat,vatika sovereign next,sector 82a,3.85,7500.0,5133.0,Carpet area: 5140 (477.52 sq.m.),5.0,6.0,3+,6.0,,New Property,,,5140.0,0.0,1.0,0.0,1.0,0.0,0.0,148.0,1026.6
flat,eldeco accolade,sohna road,1.1,7550.0,1457.0,Super Built up area 1457(135.36 sq.m.),3.0,2.0,3,13.0,,Relatively New,1457.0,,,0.0,0.0,0.0,0.0,0.0,0.0,56.0,485.6666666666667
house,unitech espace,sector 50,11.0,40741.0,2700.0,Plot area 360(301.01 sq.m.)Built Up area: 361 sq.yards (301.84 sq.m.)Carpet area: 300 sq.yards (250.84 sq.m.),4.0,4.0,3+,2.0,North,Moderately Old,,361.0,300.0,0.0,1.0,0.0,0.0,0.0,1.0,88.0,675.0
flat,ireo skyon,sector 60,3.75,13393.0,2800.0,Super Built up area 2800(260.13 sq.m.),4.0,5.0,3,15.0,South,Relatively New,2800.0,,,0.0,1.0,0.0,0.0,0.0,0.0,167.0,700.0
flat,supertech araville,sector 79,0.8,6178.0,1295.0,Super Built up area 1295(120.31 sq.m.),2.0,2.0,3+,9.0,,New Property,1295.0,,,0.0,0.0,0.0,0.0,1.0,0.0,24.0,647.5
house,international city by sobha phase 2,sector 109,7.0,11240.0,6228.0,Plot area 692(578.6 sq.m.),5.0,5.0,3+,2.0,South,Relatively New,,6228.0,,0.0,1.0,0.0,0.0,0.0,0.0,129.0,1245.6
flat,bestech park view residency,sector 2,1.26,8051.0,1565.0,Super Built up area 1565(145.39 sq.m.),2.0,2.0,3,7.0,South-East,Moderately Old,1565.0,,,1.0,0.0,0.0,0.0,0.0,0.0,84.0,782.5
flat,dlf new town heights,sector 90,1.3,6736.0,1930.0,Super Built up area 1930(179.3 sq.m.)Built Up area: 1929 sq.ft. (179.21 sq.m.)Carpet area: 1928 sq.ft. (179.12 sq.m.),3.0,3.0,3+,10.0,South,Relatively New,1930.0,1929.0,1928.0,0.0,1.0,0.0,1.0,0.0,1.0,129.0,643.3333333333334
flat,unitech sunbreeze,sector 69,0.74,5502.0,1345.0,Super Built up area 1337(124.21 sq.m.),3.0,3.0,1,10.0,,Under Construction,1337.0,,,0.0,1.0,0.0,0.0,0.0,0.0,60.0,448.3333333333333
flat,aipl the peaceful homes,sector 70a,2.8,11915.0,2350.0,Super Built up area 2350(218.32 sq.m.)Carpet area: 1322 sq.ft. (122.82 sq.m.),3.0,4.0,3,22.0,North-East,Relatively New,2350.0,,1322.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,783.3333333333334
house,independent,manesar,2.0,14959.0,1337.0,Plot area 1337.4(124.25 sq.m.),3.0,1.0,0,3.0,North,Moderately Old,,1337.4,,0.0,0.0,0.0,0.0,0.0,0.0,16.0,445.6666666666667
flat,m3m skywalk,sector 74,1.4,9831.0,1424.0,Super Built up area 1424(132.29 sq.m.),2.0,2.0,2,17.0,North-East,New Property,1424.0,,,0.0,0.0,0.0,0.0,0.0,1.0,167.0,712.0
flat,smart world gems,sector 89,0.88,7964.0,1105.0,Carpet area: 1105 (102.66 sq.m.),2.0,2.0,3,2.0,,New Property,,,1105.0,1.0,0.0,0.0,0.0,0.0,0.0,44.0,552.5
flat,dlf regal gardens,sector 90,1.25,6460.0,1935.0,Super Built up area 1703(158.21 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,3.0,3,10.0,South,Relatively New,1703.0,1650.0,1600.0,0.0,0.0,0.0,0.0,1.0,1.0,38.0,645.0
flat,emaar palm gardens,sector 83,1.6,8649.0,1850.0,Super Built up area 1850(171.87 sq.m.),3.0,3.0,3+,6.0,East,Relatively New,1850.0,,,1.0,1.0,1.0,1.0,0.0,1.0,167.0,616.6666666666666
house,dlf city plots phase 2,sector 25,10.55,39074.0,2700.0,Plot area 300(250.84 sq.m.),5.0,6.0,3+,3.0,East,Moderately Old,,2700.0,,1.0,1.0,1.0,1.0,0.0,0.0,131.0,540.0
flat,m3m golfestate,sector 65,6.1,18139.0,3363.0,Super Built up area 3363(312.43 sq.m.)Carpet area: 2710 sq.ft. (251.77 sq.m.),3.0,3.0,3,19.0,North-East,Moderately Old,3363.0,,2710.0,1.0,1.0,0.0,0.0,0.0,1.0,174.0,1121.0
flat,tulip violet,sector 69,1.8,8955.0,2010.0,Super Built up area 2010(186.74 sq.m.),4.0,4.0,2,9.0,South-West,Relatively New,2010.0,,,0.0,0.0,0.0,1.0,0.0,1.0,165.0,502.5
flat,dnha cghs,sector 1,0.85,3864.0,2200.0,Built Up area: 2200 (204.39 sq.m.),3.0,3.0,0,5.0,,Undefined,,2200.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.3333333333334
flat,emaar palm gardens,sector 83,1.75,9211.0,1900.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),3.0,3.0,3,6.0,East,Relatively New,1900.0,1600.0,1240.04,0.0,1.0,0.0,0.0,0.0,1.0,174.0,633.3333333333334
flat,ss,sector 85,1.18,7169.0,1646.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1630 sq.ft. (151.43 sq.m.)Carpet area: 1620 sq.ft. (150.5 sq.m.),2.0,2.0,3,4.0,West,Relatively New,1640.0,1630.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,823.0
flat,antriksh heights,sector 84,1.02,4869.0,2095.0,Super Built up area 2095(194.63 sq.m.),4.0,4.0,3+,11.0,North,Relatively New,2095.0,,,0.0,1.0,0.0,1.0,0.0,0.0,99.0,523.75
flat,sidhartha ncr one,sector 95,0.56,4106.0,1364.0,Built Up area: 1364 (126.72 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2.0,2.0,2,10.0,,Undefined,,1364.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,682.0
house,independent,sector 70a,2.1,3889.0,5400.0,Carpet area: 600 (55.74 sq.m.),3.0,2.0,1,3.0,,New Property,,,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0
flat,aipl the peaceful homes,sector 70a,2.6,12009.0,2165.0,Carpet area: 2165 (201.14 sq.m.),3.0,2.0,2,12.0,,Moderately Old,,,2165.0,0.0,1.0,0.0,0.0,0.0,0.0,52.0,721.6666666666666
flat,pyramid urban,sector 67a,0.7,11844.0,591.0,Carpet area: 591 (54.91 sq.m.),2.0,2.0,1,14.0,North,New Property,,,591.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,295.5
flat,m3m crown,sector 111,4.67,17000.0,2747.0,Carpet area: 2750 (255.48 sq.m.),4.0,4.0,3+,8.0,,Under Construction,,,2750.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,686.75
flat,sare green parc phase 3,sector 92,0.75,7143.0,1050.0,Super Built up area 1326(123.19 sq.m.)Built Up area: 1298 sq.ft. (120.59 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),3.0,2.0,2,3.0,East,New Property,1326.0,1298.0,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,350.0
flat,m3m the marina,sector 68,1.02,8095.0,1260.0,Super Built up area 1260(117.06 sq.m.)Built Up area: 1250 sq.ft. (116.13 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2.0,2.0,2,11.0,North-East,Relatively New,1260.0,1250.0,800.0,0.0,0.0,0.0,0.0,1.0,1.0,49.0,630.0
flat,tata primanti,sector 72,3.9,13425.0,2905.0,Super Built up area 2905(269.88 sq.m.)Carpet area: 2150 sq.ft. (199.74 sq.m.),4.0,4.0,3+,39.0,East,Relatively New,2905.0,,2150.0,0.0,1.0,0.0,0.0,1.0,0.0,49.0,726.25
flat,microtek greenburg,sector 86,1.93,8446.0,2285.0,Super Built up area 2285(212.28 sq.m.),3.0,4.0,3,12.0,East,Relatively New,2285.0,,,0.0,1.0,0.0,0.0,0.0,0.0,72.0,761.6666666666666
flat,emaar digihomes,sector 62,4.0,14870.0,2690.0,Super Built up area 2588.79(240.51 sq.m.),3.0,3.0,3,18.0,North,New Property,2588.79,,,0.0,1.0,0.0,0.0,0.0,1.0,38.0,896.6666666666666
flat,emaar mgf emerald floors premier,sector 65,2.85,14430.0,1975.0,Super Built up area 1975(183.48 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.),4.0,4.0,3,2.0,South-West,Relatively New,1975.0,1800.0,,1.0,1.0,0.0,0.0,0.0,0.0,21.0,493.75
flat,sare crescent parc,sector 92,0.49,4910.0,998.0,Carpet area: 998 (92.72 sq.m.),2.0,2.0,2,2.0,,Relatively New,,,998.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,499.0
flat,umang winter hills,sector 77,1.1,5296.0,2077.0,Super Built up area 2077(192.96 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,4.0,3+,9.0,North,Relatively New,2077.0,,1600.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,692.3333333333334
flat,dlf the ultima,sector 81,2.12,10081.0,2103.0,Super Built up area 2103(195.38 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),3.0,3.0,3+,9.0,South,Relatively New,2103.0,1650.0,1257.0,1.0,1.0,0.0,1.0,1.0,2.0,49.0,701.0
house,independent,sector 7,1.0,8818.0,1134.0,Plot area 126(11.71 sq.m.),2.0,2.0,0,0.0,,Old Property,,126.0,,1.0,0.0,0.0,0.0,0.0,0.0,7.0,567.0
flat,mapsko royale ville,sector 82,1.22,7176.0,1700.0,Super Built up area 2300(213.68 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3.0,5.0,3+,10.0,South-West,Relatively New,2300.0,2000.0,1700.0,0.0,1.0,0.0,1.0,0.0,1.0,76.0,566.6666666666666
flat,ireo skyon,sector 60,2.85,13936.0,2045.0,Super Built up area 2045(189.99 sq.m.)Built Up area: 1640 sq.ft. (152.36 sq.m.)Carpet area: 1490 sq.ft. (138.43 sq.m.),3.0,4.0,3+,5.0,South,Relatively New,2045.0,1640.0,1490.0,0.0,1.0,0.0,0.0,0.0,1.0,174.0,681.6666666666666
flat,godrej air,sector 85,1.4,10000.0,1400.0,Built Up area: 1400 (130.06 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),2.0,2.0,3,23.0,,Undefined,,1400.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,700.0
flat,shree vardhman victoria,sector 70,1.1,8462.0,1300.0,Super Built up area 1300(120.77 sq.m.)Carpet area: 788 sq.ft. (73.21 sq.m.),2.0,2.0,2,0.0,West,New Property,1300.0,,788.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,650.0
flat,aipl the peaceful homes,sector 70a,2.5,10638.0,2350.0,Super Built up area 2350(218.32 sq.m.),3.0,4.0,3,8.0,South,Relatively New,2350.0,,,0.0,1.0,1.0,0.0,0.0,1.0,174.0,783.3333333333334
flat,rof ananda,sector 95,0.38,6922.0,549.0,Carpet area: 549.17 (51.02 sq.m.),2.0,2.0,1,4.0,,New Property,,,549.174178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.5
house,independent,sector 50,11.58,35741.0,3240.0,Plot area 360(301.01 sq.m.),5.0,5.0,3,2.0,,Moderately Old,,3240.0,,0.0,1.0,0.0,0.0,0.0,0.0,20.0,648.0
house,huda flats,sector 7,2.3,17037.0,1350.0,Plot area 150(125.42 sq.m.),5.0,3.0,3+,3.0,North-East,Old Property,,1350.0,,1.0,1.0,0.0,1.0,0.0,0.0,27.0,270.0
house,vipul tatvam villa,sector 48,6.4,24691.0,2592.0,Plot area 288(240.8 sq.m.)Built Up area: 240 sq.yards (200.67 sq.m.)Carpet area: 200 sq.yards (167.23 sq.m.),3.0,4.0,3,2.0,North,Relatively New,,240.0,200.0,1.0,1.0,1.0,0.0,0.0,1.0,148.0,864.0
