property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category
flat,sector 48,6.25,3.0,5.0,3+,Moderately Old,3200.0,1.0,0.0,1.0,Low,Mid Floor
flat,sector 113,2.87,4.0,4.0,3+,Under Construction,2553.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 111,2.65,3.0,4.0,2,Relatively New,2086.0,1.0,0.0,1.0,High,Mid Floor
flat,sector 22,1.65,2.0,2.0,2,Relatively New,1200.0,0.0,0.0,2.0,Medium,Mid Floor
flat,sector 90,1.2,3.0,3.0,3+,Relatively New,1572.0,0.0,0.0,0.0,Medium,High Floor
house,sector 14,5.0,3.0,3.0,3,Moderately Old,2250.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 72,3.19,4.0,5.0,3+,Relatively New,2376.0,1.0,0.0,1.0,High,High Floor
flat,sector 81,2.3,3.0,4.0,3+,Relatively New,1854.0,1.0,0.0,2.0,High,High Floor
flat,sector 81,2.3,3.0,4.0,3+,Relatively New,1825.0,1.0,0.0,1.0,Medium,High Floor
flat,sector 90,1.75,4.0,4.0,3+,Relatively New,2468.0,1.0,0.0,0.0,Medium,High Floor
flat,sector 105,0.45,3.0,2.0,1,Relatively New,1056.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 49,2.55,3.0,4.0,3,Relatively New,2060.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 48,3.45,3.0,3.0,3,Moderately Old,1869.0,0.0,0.0,0.0,Low,High Floor
flat,sector 95,0.4,2.0,2.0,2,New Property,571.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 81,2.21,3.0,3.0,3+,Relatively New,1881.0,1.0,0.0,2.0,Medium,Mid Floor
flat,dwarka expressway,1.6,3.0,3.0,3,New Property,1529.0,0.0,0.0,0.0,Low,Low Floor
house,sector 4,0.6,3.0,3.0,1,Old Property,57.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 33,0.95,2.0,2.0,3+,Under Construction,1253.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 86,2.5,4.0,5.0,3+,Moderately Old,3194.0,1.0,0.0,1.0,Low,Mid Floor
flat,sector 102,1.77,3.0,3.0,3,Relatively New,1653.0,0.0,0.0,0.0,High,Low Floor
flat,sector 70,2.0,4.0,5.0,3+,Moderately Old,2169.0,1.0,0.0,1.0,High,Mid Floor
flat,sector 108,4.1,4.0,5.0,3,New Property,2343.0,1.0,0.0,2.0,Medium,High Floor
flat,sector 79,1.85,3.0,4.0,3,New Property,1643.0,1.0,0.0,0.0,Low,High Floor
flat,sector 95,0.56,2.0,2.0,2,Relatively New,1234.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 50,3.0,3.0,3.0,3+,Old Property,2357.0,1.0,0.0,1.0,Medium,High Floor
flat,sector 99,0.32,2.0,2.0,1,New Property,577.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 99,1.56,3.0,5.0,3,New Property,1807.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 79,2.5,3.0,3.0,3+,Relatively New,2244.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 110,0.22,2.0,1.0,1,Relatively New,543.0,0.0,0.0,0.0,Low,Low Floor
flat,sohna road,0.3,2.0,2.0,2,Relatively New,711.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 89,1.25,3.0,3.0,3,New Property,1288.0,0.0,0.0,0.0,Medium,Mid Floor
house,sector 26,13.5,5.0,5.0,3,Old Property,4518.0,1.0,1.0,1.0,Medium,Low Floor
house,sector 91,2.5,4.0,4.0,3+,Moderately Old,3400.0,1.0,1.0,1.0,Medium,Mid Floor
house,sector 43,6.5,5.0,4.0,3+,Moderately Old,1836.0,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 43,2.35,3.0,3.0,2,Old Property,1527.0,0.0,1.0,1.0,Medium,Low Floor
flat,sector 53,5.0,3.0,4.0,3,Old Property,3222.0,1.0,0.0,1.0,Low,Mid Floor
flat,sector 113,2.35,3.0,3.0,3,New Property,2210.0,1.0,0.0,0.0,High,High Floor
house,sector 7,0.9,2.0,4.0,3,Old Property,900.0,1.0,0.0,1.0,Low,Mid Floor
flat,sector 83,1.35,3.0,3.0,3,Relatively New,1387.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 70,1.8,3.0,4.0,3,New Property,1527.0,1.0,0.0,0.0,Low,Low Floor
flat,sector 102,2.15,3.0,4.0,3,Relatively New,1945.0,1.0,0.0,0.0,Medium,High Floor
flat,sector 43,5.8,4.0,4.0,3+,Old Property,2801.0,0.0,0.0,0.0,Low,High Floor
house,sector 57,4.7,3.0,3.0,2,Old Property,2160.0,1.0,0.0,0.0,Low,Low Floor
flat,sector 68,0.9,2.0,2.0,2,New Property,1311.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 104,0.4,2.0,2.0,1,Relatively New,514.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 109,1.72,3.0,4.0,3+,Relatively New,1797.0,1.0,0.0,0.0,High,Mid Floor
house,sector 4,0.4,1.0,1.0,1,Moderately Old,432.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 92,1.55,3.0,4.0,3,Relatively New,1805.0,1.0,0.0,0.0,Low,Mid Floor
house,sector 50,3.99,4.0,5.0,3+,New Property,4500.0,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 81,2.3,3.0,4.0,3+,Relatively New,2280.0,1.0,0.0,1.0,Low,Mid Floor
flat,sector 67,2.99,3.0,3.0,3,Relatively New,2200.0,1.0,0.0,1.0,Low,Mid Floor
flat,sector 65,2.8,3.0,3.0,2,Relatively New,1650.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 52,5.0,5.0,5.0,3+,Moderately Old,5200.0,0.0,0.0,0.0,Low,Low Floor
flat,sohna road,1.07,3.0,3.0,3+,Relatively New,1600.0,0.0,0.0,0.0,High,Mid Floor
flat,sector 81,1.45,3.0,2.0,3+,Relatively New,1352.0,0.0,0.0,0.0,Low,Mid Floor
flat,sohna road,1.01,2.0,2.0,3,Under Construction,1184.0,0.0,0.0,0.0,Medium,High Floor
house,sector 73,17.0,5.0,8.0,3,Relatively New,9000.0,1.0,1.0,2.0,Medium,Mid Floor
flat,sector 48,1.6,3.0,3.0,3,Old Property,1700.0,0.0,0.0,1.0,Medium,High Floor
house,sector 105,0.6,3.0,3.0,0,Moderately Old,450.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 113,3.05,3.0,4.0,3,New Property,2600.0,1.0,0.0,0.0,High,High Floor
flat,sector 66,3.98,3.0,4.0,3+,Moderately Old,2200.0,1.0,0.0,1.0,Medium,Low Floor
flat,sector 69,1.75,3.0,4.0,2,Relatively New,2056.0,0.0,0.0,1.0,High,Low Floor
flat,sector 62,6.5,4.0,4.0,3+,Moderately Old,3925.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 69,1.43,3.0,3.0,2,Relatively New,1428.0,0.0,0.0,0.0,Medium,Low Floor
house,sector 6,0.4,4.0,2.0,2,Moderately Old,1600.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 76,3.5,3.0,4.0,3,Under Construction,2937.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 102,1.92,3.0,3.0,3,Relatively New,2222.0,1.0,1.0,0.0,Medium,High Floor
flat,sector 9,0.75,3.0,3.0,3,Old Property,1433.0,0.0,0.0,0.0,Low,Mid Floor
flat,sohna road,0.39,2.0,2.0,2,Relatively New,720.0,0.0,0.0,0.0,Low,Mid Floor
flat,sohna road,0.54,2.0,2.0,2,Relatively New,939.0,0.0,0.0,0.0,High,Mid Floor
flat,sector 81,2.5,3.0,3.0,2,Relatively New,1700.0,1.0,0.0,2.0,High,High Floor
flat,sector 3,1.25,2.0,2.0,3,Under Construction,1161.0,0.0,0.0,0.0,Low,High Floor
flat,sector 9,1.5,4.0,3.0,3+,Relatively New,1833.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 102,1.52,3.0,3.0,3,Relatively New,1315.0,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 83,0.83,2.0,2.0,2,Relatively New,1154.0,0.0,0.0,0.0,High,High Floor
flat,sector 108,3.0,4.0,5.0,3+,Relatively New,2204.25,1.0,0.0,2.0,Medium,Low Floor
flat,sector 92,0.95,4.0,5.0,3+,Relatively New,1895.0,0.0,0.0,0.0,Low,High Floor
flat,sector 86,0.5,2.0,2.0,2,Old Property,573.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 46,3.55,5.0,4.0,3+,Moderately Old,1449.0,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 51,0.3,1.0,1.0,0,Moderately Old,80.0,0.0,0.0,0.0,Low,Low Floor
house,sector 57,3.5,4.0,4.0,3+,Old Property,1620.0,0.0,1.0,1.0,Medium,Mid Floor
flat,sector 79,1.7,3.0,4.0,3+,New Property,1659.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 54,4.86,3.0,4.0,3+,Relatively New,1875.0,1.0,0.0,1.0,Low,Mid Floor
flat,sector 92,0.5,2.0,2.0,3,Relatively New,1000.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 102,2.6,3.0,3.0,3,Relatively New,2351.0,1.0,1.0,0.0,Medium,Low Floor
flat,sector 102,1.4,3.0,3.0,3,Relatively New,1413.0,1.0,0.0,0.0,Low,Mid Floor
house,sector 26,18.9,6.0,8.0,2,Relatively New,4518.0,1.0,1.0,1.0,Medium,Mid Floor
house,sector 17,3.5,2.0,6.0,3+,Old Property,1440.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 102,2.5,4.0,5.0,3+,Relatively New,2894.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 7,0.8,3.0,2.0,1,Relatively New,1100.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 104,1.75,3.0,3.0,3,Under Construction,1529.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 59,5.8,3.0,4.0,3,New Property,3361.0,1.0,0.0,1.0,Low,High Floor
flat,sector 49,2.0,4.0,3.0,3+,Old Property,2492.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 58,2.2,2.0,2.0,1,Relatively New,1528.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 81,3.5,4.0,5.0,3+,Relatively New,2577.0,1.0,0.0,2.0,High,Mid Floor
flat,manesar,1.6,4.0,6.0,3+,Relatively New,2611.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 85,2.15,3.0,5.0,3,New Property,2179.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 95,0.2,1.0,1.0,1,Relatively New,407.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 81,3.0,4.0,5.0,2,Relatively New,2882.0,1.0,0.0,1.0,Medium,Mid Floor
flat,sohna road,0.58,2.0,2.0,2,Relatively New,822.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 65,2.85,3.0,3.0,3,Under Construction,1828.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 102,2.4,3.0,4.0,3+,Relatively New,2334.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 72,6.5,4.0,4.0,3+,Relatively New,3846.0,1.0,0.0,0.0,Medium,Low Floor
flat,sector 79,1.28,3.0,3.0,3,Relatively New,1265.0,0.0,0.0,1.0,Medium,High Floor
flat,manesar,0.85,3.0,2.0,2,Moderately Old,1508.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 110,4.25,5.0,5.0,3+,Relatively New,3511.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 103,0.8,2.0,2.0,3,New Property,1089.0,0.0,0.0,0.0,High,Mid Floor
flat,sector 65,2.25,2.0,2.0,3,Under Construction,1592.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 109,10.0,4.0,5.0,3+,New Property,3600.0,1.0,0.0,1.0,Low,Low Floor
flat,sector 37d,0.8,2.0,2.0,2,Under Construction,860.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 59,4.02,3.0,3.0,1,Under Construction,2550.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 103,2.4,4.0,6.0,3+,Relatively New,2456.0,1.0,0.0,0.0,High,High Floor
flat,sector 83,1.12,3.0,3.0,2,Moderately Old,1500.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 84,1.05,4.0,4.0,3+,New Property,1896.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 56,1.7,3.0,2.0,3,Old Property,1585.0,0.0,1.0,0.0,Medium,Mid Floor
flat,sector 85,2.1,4.0,4.0,3,Relatively New,2600.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 24,4.25,3.0,4.0,3+,Old Property,3201.0,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 102,2.22,3.0,4.0,3+,Relatively New,2000.0,1.0,0.0,0.0,Medium,High Floor
house,sector 11,3.08,6.0,4.0,2,Moderately Old,2700.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 102,2.5,3.0,3.0,3,Under Construction,1653.0,0.0,0.0,0.0,High,High Floor
flat,sector 70a,0.95,2.0,2.0,1,New Property,930.0,0.0,0.0,1.0,Medium,High Floor
house,sector 43,9.5,5.0,5.0,3+,Relatively New,2250.0,1.0,0.0,1.0,Medium,Low Floor
flat,sector 37,0.87,2.0,3.0,3+,Relatively New,1300.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 6,0.6,2.0,2.0,0,Relatively New,790.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 69,1.2,2.0,3.0,1,Relatively New,1222.0,0.0,0.0,0.0,High,Low Floor
flat,sector 107,1.3,3.0,3.0,3+,Relatively New,1554.0,0.0,0.0,1.0,High,Mid Floor
flat,sohna road,0.9,3.0,2.0,0,Under Construction,1120.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 65,2.36,3.0,3.0,3,Relatively New,1493.0,1.0,0.0,1.0,High,Low Floor
flat,sector 33,1.3,2.0,2.0,2,New Property,1095.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 33,0.4,2.0,2.0,2,Relatively New,724.0,0.0,0.0,2.0,Low,Low Floor
flat,sector 37,0.9,3.0,3.0,3,Under Construction,1500.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 54,4.85,3.0,4.0,3+,Relatively New,1875.0,1.0,0.0,1.0,Low,High Floor
flat,sohna road,0.54,2.0,2.0,1,Relatively New,922.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 85,1.5,4.0,5.0,3+,New Property,2017.0,1.0,0.0,1.0,Low,Mid Floor
flat,sector 107,1.29,3.0,3.0,3+,Relatively New,1690.0,0.0,0.0,1.0,High,Low Floor
flat,sohna road,2.6,2.0,2.0,2,New Property,4986.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 26,4.5,3.0,3.0,2,Old Property,1350.0,0.0,0.0,1.0,Medium,Low Floor
house,sector 12,0.35,2.0,1.0,0,Old Property,360.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 70,1.62,3.0,5.0,3,Relatively New,1527.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 85,1.3,2.0,2.0,3+,Relatively New,1491.0,0.0,1.0,0.0,Medium,Mid Floor
flat,sector 109,1.88,4.0,5.0,3,Relatively New,2765.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 109,1.7,3.0,3.0,3,Relatively New,1550.0,0.0,0.0,0.0,Medium,High Floor
house,sector 46,4.35,3.0,8.0,2,Relatively New,1836.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 85,2.15,4.0,5.0,3+,Relatively New,2545.0,1.0,0.0,0.0,High,Low Floor
flat,sector 68,1.45,3.0,2.0,3+,New Property,1365.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 86,0.78,2.0,2.0,2,New Property,1360.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 58,3.83,3.0,4.0,2,Relatively New,2000.0,1.0,0.0,1.0,High,Mid Floor
flat,sector 92,0.62,2.0,2.0,2,New Property,1498.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 106,1.4,4.0,6.0,3+,Relatively New,1535.0,1.0,0.0,0.0,High,Mid Floor
flat,sector 49,0.94,1.0,2.0,2,Moderately Old,746.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 109,2.0,4.0,4.0,2,Relatively New,2380.0,1.0,0.0,0.0,Medium,High Floor
flat,gwal pahari,7.0,4.0,4.0,3+,Relatively New,5430.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 49,0.8,1.0,1.0,1,Moderately Old,720.0,0.0,0.0,0.0,Low,Low Floor
house,sector 72,8.6,4.0,5.0,3+,Relatively New,7000.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 110,3.45,4.0,4.0,3,Moderately Old,3077.0,1.0,0.0,1.0,Medium,Mid Floor
house,sector 50,7.0,3.0,2.0,0,Moderately Old,2160.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 90,1.8,4.0,4.0,3+,Moderately Old,2005.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 85,1.49,4.0,5.0,3+,Relatively New,2017.0,1.0,0.0,1.0,Medium,Mid Floor
flat,sohna road,0.88,2.0,2.0,2,Relatively New,1016.0,0.0,0.0,2.0,Medium,High Floor
house,sector 14,7.5,3.0,3.0,2,Old Property,4518.0,1.0,0.0,1.0,Low,Low Floor
house,sector 70a,4.0,4.0,4.0,3+,Relatively New,6000.0,1.0,0.0,0.0,High,Low Floor
flat,sector 86,1.25,2.0,2.0,3,Moderately Old,1339.0,0.0,0.0,0.0,Low,High Floor
house,sector 43,8.5,5.0,5.0,3,Moderately Old,2700.0,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 43,2.5,4.0,4.0,3+,Relatively New,2398.0,0.0,0.0,1.0,Medium,Low Floor
flat,sohna road,0.78,3.0,3.0,3,Relatively New,1344.0,0.0,0.0,0.0,High,Low Floor
house,sector 12,3.5,8.0,8.0,3+,Relatively New,4800.0,1.0,0.0,2.0,Medium,Mid Floor
flat,sohna road,0.68,2.0,2.0,2,New Property,916.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sohna road,0.75,2.0,2.0,2,Moderately Old,1350.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 89,1.13,3.0,3.0,2,Under Construction,1473.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 104,0.98,3.0,3.0,3,Relatively New,1490.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 90,1.29,3.0,3.0,3,Relatively New,1540.0,0.0,0.0,0.0,High,Mid Floor
flat,sohna road,0.3,2.0,2.0,2,Relatively New,524.0,0.0,0.0,2.0,Medium,Mid Floor
flat,sector 84,2.24,4.0,4.0,3,Relatively New,3165.0,1.0,0.0,0.0,Low,High Floor
flat,sector 33,2.15,3.0,3.0,3+,New Property,1439.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 104,2.52,4.0,4.0,3+,Relatively New,2800.0,1.0,1.0,1.0,High,High Floor
house,sector 2,0.7,1.0,1.0,0,Moderately Old,900.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 102,1.75,3.0,4.0,3+,Relatively New,1748.0,1.0,0.0,1.0,Medium,High Floor
house,sector 5,3.75,5.0,5.0,3+,Relatively New,3400.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 50,15.0,4.0,4.0,2,Moderately Old,4500.0,1.0,0.0,0.0,High,Low Floor
house,sector 82,1.4,3.0,3.0,2,New Property,1700.0,0.0,0.0,0.0,Medium,Mid Floor
house,sector 7,2.4,10.0,5.0,3,Old Property,2700.0,1.0,0.0,0.0,Low,Low Floor
flat,sector 112,2.6,2.0,2.0,3,Relatively New,2441.0,0.0,0.0,0.0,High,Mid Floor
flat,sector 62,2.1,2.0,2.0,2,New Property,1365.0,1.0,0.0,0.0,Medium,High Floor
flat,sector 86,0.43,2.0,2.0,1,New Property,557.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 50,3.25,3.0,4.0,3+,Old Property,2819.0,1.0,0.0,1.0,Medium,Mid Floor
house,sector 47,8.81,8.0,6.0,3+,Moderately Old,3240.0,1.0,0.0,1.0,Low,Mid Floor
flat,sector 36,0.4,1.0,1.0,1,Relatively New,436.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 65,2.85,4.0,4.0,3,Relatively New,2194.0,1.0,0.0,0.0,Low,Mid Floor
house,sector 43,9.85,5.0,5.0,2,Old Property,3323.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 90,1.25,3.0,4.0,3+,Old Property,1608.0,1.0,0.0,2.0,Low,Low Floor
flat,sector 62,3.95,3.0,3.0,3,New Property,2876.0,1.0,0.0,1.0,Low,High Floor
flat,sector 28,1.24,2.0,2.0,3+,Moderately Old,1050.0,0.0,0.0,1.0,High,High Floor
flat,sector 9,1.3,4.0,4.0,3+,Moderately Old,2580.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 25,4.31,5.0,4.0,3,Old Property,1350.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 92,0.6,3.0,2.0,3,Moderately Old,1333.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 65,3.29,3.0,3.0,3,New Property,1828.0,0.0,0.0,0.0,Low,High Floor
house,sector 12,2.75,6.0,6.0,2,Old Property,2228.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 50,2.7,3.0,3.0,3+,Moderately Old,2357.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 69,1.51,3.0,3.0,2,Relatively New,1325.0,0.0,0.0,2.0,High,Low Floor
flat,sector 79,2.55,4.0,5.0,2,New Property,2675.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 56,2.09,4.0,4.0,3+,Relatively New,2300.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 56,1.37,3.0,3.0,3+,Old Property,1450.0,0.0,0.0,0.0,High,Low Floor
flat,sohna road,0.48,2.0,2.0,2,Under Construction,995.0,0.0,0.0,0.0,Low,High Floor
house,sector 40,2.15,3.0,3.0,3,Moderately Old,900.0,0.0,1.0,0.0,Low,Mid Floor
flat,sector 81,3.46,4.0,4.0,3+,New Property,2599.0,1.0,0.0,2.0,High,Mid Floor
house,sector 26,19.0,6.0,8.0,3+,Moderately Old,4500.0,1.0,1.0,1.0,Medium,Mid Floor
flat,sector 85,2.5,4.0,5.0,3+,Under Construction,2013.0,0.0,0.0,1.0,Low,High Floor
flat,sohna road,0.75,2.0,2.0,0,Relatively New,1081.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 65,3.0,3.0,3.0,3,Under Construction,1667.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 83,1.12,3.0,3.0,2,Relatively New,1200.0,1.0,1.0,1.0,High,Mid Floor
flat,sector 92,1.42,3.0,3.0,2,Relatively New,1738.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 91,1.9,4.0,4.0,3,Relatively New,2465.0,1.0,0.0,0.0,Medium,Mid Floor
house,sector 50,7.42,4.0,4.0,3,Old Property,3200.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 82,1.25,3.0,4.0,3+,Under Construction,1774.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 102,2.12,3.0,3.0,3,Relatively New,1852.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 33,1.7,3.0,3.0,3+,New Property,1500.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 61,1.47,2.0,2.0,2,New Property,1278.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 82,1.39,3.0,3.0,3+,Relatively New,1955.0,1.0,0.0,1.0,Medium,High Floor
flat,sector 83,1.75,3.0,3.0,3,Relatively New,1600.0,1.0,0.0,1.0,High,Mid Floor
flat,sector 62,2.45,2.0,2.0,2,New Property,1200.0,0.0,0.0,2.0,High,Mid Floor
house,sector 67,8.0,6.0,7.0,3+,Moderately Old,3600.0,1.0,0.0,1.0,Low,High Floor
flat,sector 106,1.32,4.0,5.0,3+,Relatively New,1535.0,1.0,0.0,0.0,Low,High Floor
flat,sector 107,0.52,3.0,2.0,2,Relatively New,717.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 113,1.45,2.0,2.0,2,Relatively New,1080.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 107,0.28,2.0,2.0,2,Relatively New,543.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 81,1.15,3.0,2.0,3+,Relatively New,1352.0,0.0,0.0,0.0,Medium,High Floor
house,sector 43,2.1,10.0,10.0,3+,New Property,549.0,1.0,0.0,0.0,Low,Mid Floor
house,sector 105,0.65,3.0,2.0,1,Relatively New,720.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 88a,1.31,2.0,2.0,3+,Relatively New,1463.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 83,0.75,2.0,2.0,2,Relatively New,1150.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 104,1.8,3.0,4.0,3,New Property,2544.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 109,2.22,3.0,4.0,3,Relatively New,1860.0,1.0,1.0,0.0,Low,High Floor
flat,sector 102,1.4,3.0,3.0,3,Relatively New,1300.0,1.0,0.0,0.0,Low,Mid Floor
house,sector 2,2.55,3.0,3.0,2,Old Property,1557.0,0.0,0.0,0.0,Low,Low Floor
house,sector 25,10.5,4.0,4.0,2,Old Property,3618.0,1.0,0.0,1.0,Medium,Low Floor
flat,sector 37,1.4,4.0,5.0,3,Relatively New,2343.0,1.0,0.0,0.0,Low,Mid Floor
flat,sohna road,0.52,2.0,2.0,2,Relatively New,913.0,0.0,0.0,0.0,High,Mid Floor
flat,sohna road,0.3,2.0,2.0,2,New Property,605.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 102,1.9,3.0,4.0,3+,Relatively New,1757.0,1.0,0.0,0.0,High,High Floor
house,sector 48,8.5,4.0,4.0,2,Moderately Old,3240.0,1.0,1.0,0.0,Medium,Low Floor
house,sector 54,2.0,9.0,9.0,3,Relatively New,60.0,1.0,0.0,2.0,Low,High Floor
flat,sector 65,2.79,4.0,4.0,3+,Relatively New,2194.0,1.0,0.0,2.0,High,Low Floor
house,sector 25,11.0,5.0,5.0,3+,Relatively New,3096.0,1.0,1.0,0.0,Low,Low Floor
flat,sector 84,0.85,3.0,3.0,3+,Relatively New,1561.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 76,0.55,2.0,2.0,2,Under Construction,823.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 48,2.75,3.0,4.0,3+,Moderately Old,2574.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 28,2.1,2.0,8.0,3+,Moderately Old,900.0,0.0,0.0,1.0,Low,Mid Floor
house,sector 23,2.4,3.0,3.0,2,Moderately Old,2000.0,0.0,1.0,0.0,Low,Low Floor
flat,sohna road,0.9,2.0,2.0,3+,Moderately Old,1100.0,0.0,0.0,1.0,High,Mid Floor
flat,sector 37d,1.25,3.0,3.0,3,Under Construction,2283.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 65,12.5,4.0,4.0,3+,Relatively New,3600.0,1.0,0.0,0.0,Medium,Low Floor
flat,sector 95,0.28,2.0,2.0,2,New Property,694.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 26,5.5,4.0,4.0,3+,Moderately Old,1800.0,0.0,1.0,0.0,Low,Low Floor
house,sector 4,0.5,2.0,2.0,2,New Property,450.0,1.0,0.0,0.0,Low,Low Floor
house,sector 26,6.0,3.0,5.0,3+,Old Property,1800.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 85,0.72,3.0,3.0,2,Moderately Old,1350.0,0.0,0.0,0.0,Low,Mid Floor
