property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,mrg skyline,sector 106,1.82,13392.0,3.0,2.0,2,4.0,Relatively New,1359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,m3m skywalk,sector 74,1.54,10815.0,2.0,2.0,3+,15.0,Relatively New,1200.0,0.0,0.0,0.0,0.0,1.0,0.0,137.0
flat,greenopolis,sector 89,0.9,4700.0,3.0,3.0,0,14.0,Under Construction,1910.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0
flat,emaar palm gardens,sector 83,1.38,8023.0,3.0,3.0,3,5.0,Relatively New,1350.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0
flat,godrej summit,sector 104,1.35,5000.0,4.0,5.0,3+,0.0,Relatively New,3000.0,1.0,1.0,1.0,1.0,0.0,0.0,112.0
flat,tashee capital gateway,sector 111,0.96,6500.0,2.0,2.0,1,4.0,Under Construction,1338.0,1.0,0.0,0.0,0.0,0.0,0.0,53.0
flat,godrej summit,sector 104,0.75,5910.0,2.0,2.0,3,6.0,Relatively New,1148.0,0.0,0.0,0.0,0.0,1.0,0.0,79.0
flat,emaar palm gardens,sector 83,1.72,9053.0,3.0,3.0,3,4.0,Relatively New,1600.0,0.0,1.0,0.0,0.0,0.0,1.0,165.0
flat,signature global solera,sector 107,0.38,6333.0,2.0,2.0,2,3.0,Relatively New,627.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0
flat,hsiidc sidco aravali,manesar,0.9,3478.0,3.0,3.0,3+,8.0,Moderately Old,1900.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0
flat,godrej aria,sector 79,0.96,13296.0,2.0,2.0,3,8.0,Relatively New,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,m3m woodshire,sector 107,1.49,6311.0,3.0,4.0,3+,5.0,Relatively New,2137.0,0.0,1.0,1.0,0.0,0.0,1.0,174.0
flat,shree vardhman victoria,sector 70,1.6,8205.0,3.0,3.0,3,10.0,Relatively New,1527.0,1.0,1.0,0.0,1.0,1.0,0.0,43.0
flat,conscient heritage max,sector 102,3.0,10490.0,4.0,4.0,3+,7.0,Relatively New,3178.0,0.0,0.0,0.0,0.0,1.0,1.0,65.0
flat,m3m sierra 68,sector 68,1.13,9076.0,2.0,2.0,3,9.0,Relatively New,1130.0,0.0,0.0,0.0,0.0,0.0,1.0,149.0
flat,sbr minda sec 1 imt manesar,manesar,0.65,4260.0,3.0,2.0,3+,6.0,Moderately Old,1696.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
flat,ireo victory valley,sector 67,3.05,12650.0,3.0,3.0,3+,21.0,Relatively New,2029.0,0.0,1.0,0.0,0.0,0.0,1.0,157.0
flat,friends apartment,sector 52,2.0,8511.0,4.0,3.0,3,5.0,Moderately Old,2091.0,0.0,1.0,0.0,0.0,0.0,2.0,111.0
flat,sobha city,sector 108,2.9,14478.0,3.0,4.0,2,8.0,New Property,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0
house,independent,sector 25,10.5,29022.0,5.0,5.0,3,3.0,Moderately Old,3618.0,1.0,1.0,0.0,1.0,0.0,0.0,42.0
flat,tulip petals,sector 89,1.55,10000.0,3.0,2.0,3,6.0,Moderately Old,1403.0,0.0,0.0,1.0,0.0,0.0,1.0,111.0
flat,shri ram apartments,sector 4,0.32,3368.0,2.0,2.0,1,4.0,Relatively New,1056.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0
flat,sidhartha ncr one phase,sector 95,0.46,4646.0,2.0,2.0,0,6.0,New Property,990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,mapsko mount ville,sector 79,1.2,13841.0,3.0,3.0,3,18.0,Relatively New,1165.0,1.0,0.0,0.0,1.0,0.0,1.0,160.0
flat,conscient one,sector 109,1.7,17617.0,1.0,1.0,2,9.0,Relatively New,965.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,independent,sector 47,0.99,17188.0,1.0,4.0,3,4.0,Relatively New,576.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
flat,silverglades hightown residences,sector 43,4.2,19765.0,3.0,4.0,2,7.0,Under Construction,2125.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
flat,experion windchants,sector 112,3.0,11538.0,3.0,3.0,2,2.0,Relatively New,2600.0,0.0,0.0,0.0,0.0,1.0,1.0,49.0
house,ss aaron ville,sector 49,6.75,19737.0,5.0,4.0,2,2.0,Old Property,3420.0,1.0,1.0,1.0,0.0,0.0,0.0,78.0
flat,emaar mgf palm hills,sector 77,1.25,8621.0,3.0,4.0,3,1.0,Relatively New,1611.0,0.0,1.0,0.0,0.0,0.0,1.0,104.0
flat,ss the leaf,sector 85,1.99,8660.0,3.0,4.0,3+,17.0,Relatively New,2398.0,0.0,1.0,0.0,0.0,0.0,1.0,174.0
flat,experion the heartsong,sector 108,1.68,8387.0,3.0,3.0,3+,4.0,Relatively New,1338.29,1.0,1.0,0.0,0.0,0.0,1.0,86.0
flat,eldeco accolade,sohna road,0.78,6171.0,2.0,2.0,2,3.0,Relatively New,1144.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
flat,alpha corp gurgaonone,sector 84,1.49,7590.0,3.0,3.0,3,6.0,Relatively New,1833.0,0.0,1.0,0.0,0.0,0.0,0.0,28.0
flat,unitech greenwood city,sector 45,2.4,12346.0,3.0,3.0,2,1.0,New Property,195.0,0.0,1.0,0.0,0.0,0.0,1.0,19.0
flat,emaar mgf emerald floors premier,sector 65,2.9,14684.0,4.0,4.0,0,0.0,Relatively New,2194.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0
flat,experion the heartsong,sector 108,2.29,8240.0,4.0,5.0,3+,8.0,Relatively New,2779.0,0.0,1.0,0.0,0.0,0.0,1.0,95.0
flat,emaar mgf emerald floors premier,sector 65,2.4,14545.0,3.0,3.0,3,3.0,Relatively New,1600.0,1.0,1.0,0.0,0.0,0.0,1.0,49.0
flat,trisara our homes 3,sohna road,0.34,5405.0,2.0,2.0,1,0.0,New Property,699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,imperia the esfera,sector 37,0.86,4886.0,3.0,3.0,2,0.0,New Property,1593.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0
flat,pioneer park,sector 61,1.6,11594.0,2.0,2.0,2,21.0,Relatively New,1533.0,0.0,1.0,0.0,0.0,0.0,0.0,105.0
flat,vatika xpressions,sector 88,1.1,8148.0,2.0,4.0,3+,2.0,Under Construction,1350.0,1.0,0.0,0.0,0.0,0.0,0.0,58.0
flat,ireo skyon,sector 60,3.05,12788.0,3.0,3.0,3,9.0,Relatively New,2300.0,0.0,1.0,0.0,0.0,0.0,1.0,165.0
flat,signature andour heights,sector 71,0.6,10000.0,2.0,2.0,1,5.0,Relatively New,557.0,0.0,0.0,0.0,1.0,0.0,0.0,59.0
house,vipul tatvam villa,sector 48,8.5,21250.0,4.0,5.0,3+,2.0,Moderately Old,4000.0,1.0,1.0,0.0,1.0,1.0,1.0,49.0
house,independent,sector 9,3.5,13410.0,9.0,9.0,3+,3.0,Relatively New,2610.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0
flat,indiabulls enigma,sector 110,3.6,10588.0,4.0,5.0,3,7.0,Relatively New,3077.0,0.0,1.0,0.0,0.0,0.0,0.0,165.0
house,sector 15 part 2 rwa,sector 15,10.0,22222.0,5.0,5.0,2,2.0,Old Property,4518.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,shree vardhman victoria,sector 70,1.6,8205.0,3.0,5.0,3,6.0,Relatively New,2167.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0
house,independent,sector 10,1.7,18889.0,2.0,1.0,2,2.0,Old Property,900.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0
house,mian wali,sector 12,1.7,9444.0,1.0,1.0,1,1.0,Old Property,1800.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0
flat,dlf the ultima,sector 81,2.35,11175.0,3.0,3.0,3+,14.0,Relatively New,1550.0,1.0,1.0,0.0,1.0,1.0,2.0,49.0
house,international city by sobha phase 2,sector 109,7.0,12963.0,5.0,6.0,2,2.0,Relatively New,5400.0,0.0,1.0,0.0,0.0,0.0,0.0,154.0
flat,ramsons kshitij,sector 95,0.19,591.0,1.0,1.0,1,14.0,Relatively New,3569.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,adani brahma samsara vilasa,sector 63,3.35,16470.0,3.0,3.0,3+,3.0,New Property,2034.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0
flat,spaze privy,sector 72,3.1,6693.0,4.0,5.0,3+,8.0,Moderately Old,3374.0,1.0,1.0,1.0,1.0,0.0,0.0,136.0
flat,paras dews,sector 106,1.1,9735.0,3.0,4.0,3+,8.0,Relatively New,1186.0,0.0,1.0,0.0,0.0,0.0,1.0,174.0
house,dlf city plots,sector 26,4.0,4531.0,4.0,3.0,2,2.0,Relatively New,8829.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
flat,adani m2k oyster grande,sector 102,2.5,7817.0,4.0,5.0,3+,10.0,Relatively New,2600.0,0.0,1.0,0.0,1.0,0.0,1.0,174.0
flat,orchid petals,sector 49,2.09,11579.0,3.0,3.0,3,0.0,Relatively New,1633.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,orchid petals,sector 49,2.35,11559.0,3.0,3.0,3,15.0,Relatively New,2030.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0
flat,signature global park,sohna road,0.67,5537.0,2.0,2.0,3,4.0,Relatively New,1095.0,0.0,0.0,0.0,1.0,0.0,0.0,127.0
flat,m3m heights,sector 65,1.9,14996.0,2.0,2.0,3,4.0,Under Construction,1141.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0
flat,signature global park,sohna road,0.7,6071.0,3.0,3.0,3,2.0,Relatively New,1281.0,0.0,0.0,0.0,1.0,0.0,0.0,152.0
flat,ild greens,sector 37,0.78,5714.0,2.0,2.0,3,1.0,Moderately Old,1068.1,0.0,0.0,0.0,0.0,0.0,1.0,103.0
house,eros rosewood city,sector 49,3.75,22046.0,3.0,3.0,1,2.0,Old Property,1701.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0
flat,godrej habitat,sector 3,1.35,12784.0,2.0,2.0,0,4.0,Old Property,1056.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
flat,krrish provence estate,gwal pahari,5.5,9483.0,4.0,5.0,3+,11.0,New Property,5249.0,1.0,1.0,0.0,1.0,0.0,0.0,151.0
flat,ireo uptown,sector 66,1.85,12568.0,2.0,3.0,3,16.0,Relatively New,1470.0,0.0,1.0,0.0,0.0,1.0,1.0,79.0
flat,godrej aria,sector 79,0.95,6552.0,2.0,2.0,3,5.0,Relatively New,1611.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0
flat,kendriya vihar,sector 56,0.47,7769.0,1.0,1.0,1,3.0,Old Property,672.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0
flat,m3m heights,sector 65,1.99,15794.0,2.0,2.0,2,26.0,Under Construction,1140.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
flat,corona optus,sector 37,1.25,7090.0,3.0,3.0,3,4.0,Relatively New,1350.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0
flat,umang winter hills,sector 77,0.75,5589.0,2.0,2.0,2,8.0,Relatively New,1140.0,0.0,0.0,1.0,0.0,0.0,1.0,102.0
house,birla navya,sector 63a,3.85,15437.0,3.0,3.0,3+,4.0,New Property,2771.0,0.0,1.0,0.0,0.0,0.0,1.0,160.0
flat,shree vardhman flora,sector 90,0.96,5120.0,3.0,4.0,3,3.0,New Property,1697.0,0.0,1.0,0.0,0.0,0.0,0.0,106.0
flat,sunischit apartments,sector 54,1.69,7953.0,3.0,3.0,3+,5.0,Old Property,1991.0,0.0,1.0,0.0,0.0,0.0,1.0,65.0
flat,godrej oasis,sector 88a,1.45,8082.0,3.0,3.0,3,12.0,Relatively New,1993.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
house,international city by sobha phase 2,sector 109,6.25,11574.0,4.0,4.0,3+,2.0,Relatively New,5400.0,0.0,1.0,0.0,0.0,0.0,0.0,138.0
flat,g l s arawali homes,sohna road,0.26,4514.0,2.0,2.0,2,1.0,Moderately Old,521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,ats triumph,sector 104,1.73,7555.0,3.0,4.0,3+,15.0,Relatively New,2072.0,0.0,1.0,0.0,0.0,0.0,0.0,159.0
flat,central park resort belgravia residences,sector 48,6.25,24300.0,3.0,5.0,3+,5.0,Moderately Old,3200.0,0.0,1.0,0.0,0.0,0.0,1.0,49.0
flat,m3m capital,sector 113,2.87,12489.0,4.0,4.0,3+,3.0,Under Construction,2553.0,0.0,1.0,0.0,0.0,0.0,0.0,65.0
flat,puri diplomatic greens,sector 111,2.65,13590.0,3.0,4.0,2,7.0,Relatively New,2086.0,0.0,1.0,0.0,0.0,0.0,1.0,159.0
flat,ambience creacions,sector 22,1.65,11957.0,2.0,2.0,2,9.0,Relatively New,1200.0,0.0,0.0,0.0,1.0,1.0,2.0,133.0
flat,dlf regal gardens,sector 90,1.2,6838.0,3.0,3.0,3+,15.0,Relatively New,1572.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0
house,independent,sector 14,5.0,22222.0,3.0,3.0,3,1.0,Moderately Old,2250.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
flat,tata primanti,sector 72,3.19,12152.0,4.0,5.0,3+,20.0,Relatively New,2376.0,0.0,1.0,0.0,0.0,0.0,1.0,159.0
flat,dlf the ultima,sector 81,2.3,14375.0,3.0,4.0,3+,18.0,Relatively New,1854.0,0.0,1.0,0.0,0.0,0.0,2.0,174.0
flat,dlf the ultima,sector 81,2.3,14603.0,3.0,4.0,3+,27.0,Relatively New,1825.0,0.0,1.0,0.0,0.0,0.0,1.0,119.0
flat,dlf new town heights,sector 90,1.75,5721.0,4.0,4.0,3+,17.0,Relatively New,2468.0,0.0,1.0,0.0,1.0,0.0,0.0,88.0
flat,uphaar homes,sector 105,0.45,4737.0,3.0,2.0,1,1.0,Relatively New,1056.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0
flat,orchid petals,sector 49,2.55,12319.0,3.0,4.0,3,8.0,Relatively New,2060.0,1.0,0.0,0.0,0.0,0.0,1.0,49.0
flat,belgravia resort residences,sector 48,3.45,18459.0,3.0,3.0,3,14.0,Moderately Old,1869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,signature signum 95a,sector 95,0.4,7782.0,2.0,2.0,2,3.0,New Property,571.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0
flat,dlf the ultima,sector 81,2.21,10366.0,3.0,3.0,3+,3.0,Relatively New,1881.0,0.0,1.0,0.0,0.0,0.0,2.0,149.0
flat,hero homes,dwarka expressway,1.6,7824.0,3.0,3.0,3,1.0,New Property,1529.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
house,independent,sector 4,0.6,11696.0,3.0,3.0,1,2.0,Old Property,57.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
flat,godrej,sector 33,0.95,6859.0,2.0,2.0,3+,3.0,Under Construction,1253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,dlf new town heights,sector 86,2.5,7827.0,4.0,5.0,3+,4.0,Moderately Old,3194.0,0.0,1.0,0.0,1.0,1.0,1.0,49.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.77,9195.0,3.0,3.0,3,1.0,Relatively New,1653.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0
flat,tulip ivory,sector 70,2.0,8333.0,4.0,5.0,3+,7.0,Moderately Old,2169.0,0.0,1.0,0.0,0.0,0.0,1.0,174.0
flat,sobha city,sector 108,4.1,23402.0,4.0,5.0,3,25.0,New Property,2343.0,1.0,1.0,0.0,0.0,0.0,2.0,97.0
flat,mapsko mount ville,sector 79,1.85,9640.0,3.0,4.0,3,21.0,New Property,1643.0,0.0,1.0,0.0,1.0,0.0,0.0,49.0
flat,sidhartha ncr one phase,sector 95,0.56,4106.0,2.0,2.0,2,10.0,Relatively New,1234.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0
flat,the close north,sector 50,3.0,11516.0,3.0,3.0,3+,14.0,Old Property,2357.0,0.0,1.0,0.0,0.0,0.0,1.0,121.0
flat,pareena laxmi apartments,sector 99,0.32,5517.0,2.0,2.0,1,2.0,New Property,577.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0
flat,pareena coban residences,sector 99,1.56,7812.0,3.0,5.0,3,4.0,New Property,1807.0,0.0,1.0,0.0,0.0,1.0,0.0,49.0
flat,godrej,sector 79,2.5,11141.0,3.0,3.0,3+,5.0,Relatively New,2244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,city shri ram apartments 1,sector 110,0.22,3667.0,2.0,1.0,1,1.0,Relatively New,543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,gls arawali homes,sohna road,0.3,4688.0,2.0,2.0,2,4.0,Relatively New,711.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
flat,m3m soulitude,sector 89,1.25,8784.0,3.0,3.0,3,3.0,New Property,1288.0,1.0,0.0,0.0,0.0,1.0,0.0,61.0
house,dlf city plots,sector 26,13.5,29880.0,5.0,5.0,3,2.0,Old Property,4518.0,1.0,1.0,1.0,1.0,0.0,1.0,110.0
house,dlf new town heights,sector 91,2.5,7058.0,4.0,4.0,3+,3.0,Moderately Old,3400.0,1.0,1.0,1.0,1.0,0.0,1.0,80.0
house,independent,sector 43,6.5,35403.0,5.0,4.0,3+,3.0,Moderately Old,1836.0,0.0,1.0,0.0,1.0,0.0,1.0,54.0
flat,dlf exclusive floors,sector 43,2.35,14242.0,3.0,3.0,2,1.0,Old Property,1527.0,0.0,0.0,1.0,0.0,0.0,1.0,102.0
flat,parsvnath exotica,sector 53,5.0,17241.0,3.0,4.0,3,7.0,Old Property,3222.0,0.0,1.0,0.0,0.0,0.0,1.0,24.0
flat,la vida by tata housing,sector 113,2.35,10600.0,3.0,3.0,3,11.0,New Property,2210.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0
house,independent,sector 7,0.9,10000.0,2.0,4.0,3,3.0,Old Property,900.0,0.0,1.0,0.0,0.0,1.0,1.0,44.0
flat,emaar palm gardens,sector 83,1.35,12329.0,3.0,3.0,3,7.0,Relatively New,1387.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0
flat,shree vardhman victoria,sector 70,1.8,9231.0,3.0,4.0,3,2.0,New Property,1527.0,0.0,1.0,0.0,0.0,1.0,0.0,45.0
flat,conscient heritage max,sector 102,2.15,9307.0,3.0,4.0,3,13.0,Relatively New,1945.0,1.0,1.0,0.0,0.0,0.0,0.0,101.0
flat,dlf icon,sector 43,5.8,20707.0,4.0,4.0,3+,18.0,Old Property,2801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,independent,sector 57,4.7,21759.0,3.0,3.0,2,2.0,Old Property,2160.0,0.0,1.0,0.0,0.0,1.0,0.0,43.0
flat,supertech hues,sector 68,0.9,7627.0,2.0,2.0,2,1.0,New Property,1311.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
flat,zara aavaas,sector 104,0.4,7030.0,2.0,2.0,1,4.0,Relatively New,514.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0
flat,ats tourmaline,sector 109,1.72,8000.0,3.0,4.0,3+,7.0,Relatively New,1797.0,0.0,1.0,0.0,0.0,0.0,0.0,167.0
house,not applicable,sector 4,0.4,9259.0,1.0,1.0,1,1.0,Moderately Old,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,bestech park view sanskruti,sector 92,1.55,7769.0,3.0,4.0,3,8.0,Relatively New,1805.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0
house,nirvana cedar crest,sector 50,3.99,8867.0,4.0,5.0,3+,4.0,New Property,4500.0,0.0,1.0,0.0,1.0,0.0,1.0,112.0
flat,bestech park view grand spa,sector 81,2.3,8647.0,3.0,4.0,3+,7.0,Relatively New,2280.0,0.0,1.0,0.0,0.0,0.0,1.0,49.0
flat,ireo victory valley,sector 67,2.99,11832.0,3.0,3.0,3,4.0,Relatively New,2200.0,0.0,1.0,0.0,0.0,0.0,1.0,37.0
flat,emaar mgf emerald floors premier,sector 65,2.8,16970.0,3.0,3.0,2,3.0,Relatively New,1650.0,0.0,1.0,0.0,0.0,0.0,0.0,105.0
flat,residency grand,sector 52,5.0,9615.0,5.0,5.0,3+,2.0,Moderately Old,5200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,ashiana mulberry,sohna road,1.07,6185.0,3.0,3.0,3+,7.0,Relatively New,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0
flat,bestech park view ananda,sector 81,1.45,8735.0,3.0,2.0,3+,3.0,Relatively New,1352.0,0.0,0.0,0.0,0.0,1.0,0.0,45.0
flat,silverglades the melia,sohna road,1.01,6999.0,2.0,2.0,3,12.0,Under Construction,1184.0,1.0,0.0,0.0,0.0,0.0,0.0,80.0
house,dlf alameda,sector 73,17.0,35109.0,5.0,8.0,3,3.0,Relatively New,9000.0,1.0,1.0,1.0,1.0,0.0,2.0,87.0
flat,parsvnath green ville,sector 48,1.6,8377.0,3.0,3.0,3,13.0,Old Property,1700.0,0.0,0.0,0.0,0.0,1.0,1.0,119.0
house,independent,sector 105,0.6,13333.0,3.0,3.0,0,3.0,Moderately Old,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,la vida by tata housing,sector 113,3.05,11338.0,3.0,4.0,3,15.0,New Property,2600.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0
flat,emaar mgf the palm drive,sector 66,3.98,18091.0,3.0,4.0,3+,2.0,Moderately Old,2200.0,0.0,1.0,0.0,0.0,0.0,1.0,123.0
flat,tulip violet,sector 69,1.75,9459.0,3.0,4.0,2,0.0,Relatively New,2056.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0
flat,pioneer urban presidia,sector 62,6.5,14987.0,4.0,4.0,3+,3.0,Moderately Old,3925.0,1.0,0.0,0.0,0.0,0.0,0.0,86.0
flat,tulip violet,sector 69,1.43,9039.0,3.0,3.0,2,1.0,Relatively New,1428.0,0.0,0.0,0.0,1.0,0.0,0.0,102.0
house,bhim nagar society,sector 6,0.4,2500.0,4.0,2.0,2,1.0,Moderately Old,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,whiteland  the aspen,sector 76,3.5,11917.0,3.0,4.0,3,8.0,Under Construction,2937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,emaar imperial gardens,sector 102,1.92,9600.0,3.0,3.0,3,12.0,Relatively New,2222.0,1.0,1.0,1.0,1.0,0.0,0.0,95.0
flat,the new crpf apartments,sector 9,0.75,5814.0,3.0,3.0,3,6.0,Old Property,1433.0,0.0,0.0,0.0,1.0,0.0,0.0,31.0
flat,breez global heights,sohna road,0.39,4105.0,2.0,2.0,2,3.0,Relatively New,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,signature global park,sohna road,0.54,6331.0,2.0,2.0,2,4.0,Relatively New,939.0,0.0,0.0,0.0,1.0,0.0,0.0,159.0
flat,dlf the ultima,sector 81,2.5,11726.0,3.0,3.0,2,20.0,Relatively New,1700.0,0.0,1.0,0.0,0.0,0.0,2.0,174.0
flat,godrej habitat,sector 3,1.25,8657.0,2.0,2.0,3,14.0,Under Construction,1161.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
flat,oriental valley chs,sector 9,1.5,9091.0,4.0,3.0,3+,8.0,Relatively New,1833.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0
flat,emaar gurgaon greens,sector 102,1.52,9212.0,3.0,3.0,3,7.0,Relatively New,1315.0,0.0,1.0,0.0,0.0,0.0,1.0,137.0
flat,vatika gurgaon,sector 83,0.83,6667.0,2.0,2.0,2,12.0,Relatively New,1154.0,0.0,0.0,0.0,1.0,0.0,0.0,165.0
flat,experion the heartsong,sector 108,3.0,18394.0,4.0,5.0,3+,2.0,Relatively New,2204.25,0.0,1.0,0.0,0.0,0.0,2.0,149.0
flat,sare crescent parc,sector 92,0.95,5013.0,4.0,5.0,3+,13.0,Relatively New,1895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,pyramid urban homes 2,sector 86,0.5,9690.0,2.0,2.0,2,6.0,Old Property,573.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
house,independent,sector 46,3.55,24500.0,5.0,4.0,3+,3.0,Moderately Old,1449.0,0.0,1.0,0.0,0.0,0.0,1.0,73.0
flat,housing board colony,sector 51,0.3,4630.0,1.0,1.0,0,0.0,Moderately Old,80.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0
house,independent,sector 57,3.5,21605.0,4.0,4.0,3+,3.0,Old Property,1620.0,0.0,0.0,1.0,0.0,0.0,1.0,67.0
flat,godrej aria,sector 79,1.7,7427.0,3.0,4.0,3+,6.0,New Property,1659.0,0.0,1.0,0.0,0.0,0.0,0.0,81.0
flat,dlf park place,sector 54,4.86,25920.0,3.0,4.0,3+,7.0,Relatively New,1875.0,0.0,1.0,0.0,0.0,0.0,1.0,49.0
flat,sare crescent parc royal greens phase 1,sector 92,0.5,5000.0,2.0,2.0,3,2.0,Relatively New,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,adani m2k oyster grande,sector 102,2.6,10008.0,3.0,3.0,3,2.0,Relatively New,2351.0,1.0,1.0,1.0,0.0,0.0,0.0,118.0
flat,emaar gurgaon greens,sector 102,1.4,8485.0,3.0,3.0,3,9.0,Relatively New,1413.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0
house,independent,sector 26,18.9,41833.0,6.0,8.0,2,3.0,Relatively New,4518.0,1.0,1.0,1.0,1.0,0.0,1.0,120.0
house,independent,sector 17,3.5,24306.0,2.0,6.0,3+,3.0,Old Property,1440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,adani m2k oyster grande,sector 102,2.5,7817.0,4.0,5.0,3+,5.0,Relatively New,2894.0,0.0,1.0,0.0,0.0,0.0,0.0,76.0
flat,"new colony, gurgaon",sector 7,0.8,8097.0,3.0,2.0,1,4.0,Relatively New,1100.0,0.0,0.0,0.0,0.0,0.0,1.0,69.0
flat,hero homes,sector 104,1.75,10361.0,3.0,3.0,3,2.0,Under Construction,1529.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
flat,mahindra luminare,sector 59,5.8,19174.0,3.0,4.0,3,16.0,New Property,3361.0,0.0,1.0,0.0,0.0,0.0,1.0,49.0
flat,awho sispal vihar,sector 49,2.0,7262.0,4.0,3.0,3+,4.0,Old Property,2492.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0
flat,ireo the grand arch,sector 58,2.2,16000.0,2.0,2.0,1,5.0,Relatively New,1528.0,0.0,0.0,0.0,1.0,0.0,1.0,49.0
flat,dlf the ultima,sector 81,3.5,11686.0,4.0,5.0,3+,7.0,Relatively New,2577.0,0.0,1.0,0.0,0.0,0.0,2.0,174.0
flat,dlf express greens,manesar,1.6,6809.0,4.0,6.0,3+,4.0,Relatively New,2611.0,1.0,1.0,0.0,1.0,0.0,0.0,49.0
flat,ss the leaf,sector 85,2.15,8929.0,3.0,5.0,3,2.0,New Property,2179.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0
flat,rof ananda,sector 95,0.2,5464.0,1.0,1.0,1,9.0,Relatively New,407.0,0.0,0.0,0.0,1.0,0.0,0.0,52.0
