title_x,imdb_id,poster_path,wiki_link,title_y,original_title,is_adult,year_of_release,runtime,genres,imdb_rating,imdb_votes,story,summary,tagline,actors,wins_nominations,release_date
Hum Tum Shabana,tt2034011,https://upload.wikimedia.org/wikipedia/en/thumb/7/75/Hum_tum_shabana.jpg/220px-Hum_tum_shabana.jpg,https://en.wikipedia.org/wiki/Hum_Tum_Shabana,Hum Tum Shabana,Hum Tum Shabana,0,2011,126,Comedy|Crime|Drama,3.7,270,Employed with Paradigm Entertainment and assigned to work under Company President Ravi Agarwal by their employer  Wadhwa  two Mumbai-based rival colleagues  Rishi Malhotra and Karthik Iyer  who both had hoped to secure Ravi's position  travel to Goa to participate in a beauty pageant 'Miss Glamorama'. Both get attracted to a nervous contestant  Shabana Raza  and do try to outwit each other to assist her in gaining confidence - but the winner turns out to be a much taller  seasoned  and determined Rhea Dixit. Crestfallen at her loss  Shabana returns home but the duo follow her there  and are told that she likes both of them but her life and marriage is not under her control. Both will soon find out what she meant when they will be abducted by her gangster uncle  Punju Don  who intends to get her married to one of them - but first he must try and test them if they are suitable to carry on with a life of crime. The hapless duo must now try to outdo each other in trying to get out of this...,Two colleagues  who woo the same woman  are abducted by her gangster uncle.,,Tusshar Kapoor|Shreyas Talpade|Minissha Lamba|Mantra|Mantra|Narendra Jetley|,,30 September 2011 (USA)
Mummy Punjabi,tt2066925,https://upload.wikimedia.org/wikipedia/en/4/45/Mummy_punjabi_film_poster.jpg,https://en.wikipedia.org/wiki/Mummy_Punjabi,Mummy Punjabi: Superman Ki Bhi Maa!!,Mummy Punjabi: Superman Ki Bhi Maa!!,0,2011,121,Comedy|Drama,5.5,31,Chandigarh-based Baby Arora lives a wealthy lifestyle with her husband Rajinder; two sons: Dr. Arjun and restaurant-owner Karan; and a daughter  Simran. She treats her sons like daughters and Simran like a son  spends a lot of time online chatting with strange males  and wants Karan and Arjun to wed a homely girl  and an N.R.I. doctor respectively. She arranges for Karan to wed a simple girl  Preeti  and then arranges Arjun's marriage with U.S.-based Dr. Jeena Puri. While Arjun waits for his Visa - Baby's undertakes to look for a groom for her daughter - not realizing the surprises and shocks that await her when Preeti starts showing her true colors; Karan is not exactly running a restaurant  and Jeena refuses to communicate with Arjun.,An eccentric woman's life undergoes many changes as she prepares for the marriage of her children.,,Kiron Kher|Kanwaljit Singh|Jackie Shroff|Anju Mahendru|Divya Dutta|Viraf Patel|Sachin|Simran Vaid|Urwashi Gandhi|Michael Joseph|Freddy Daruwala|Kashif Khan|Gurdas Maan|Satish Kaushik|,,31 August 2011 (India)
Mere Brother Ki Dulhan,tt1740710,https://upload.wikimedia.org/wikipedia/en/thumb/8/83/Mere_Brother_Ki_Dulhan22.jpg/220px-Mere_Brother_Ki_Dulhan22.jpg,https://en.wikipedia.org/wiki/Mere_Brother_Ki_Dulhan,Mere Brother Ki Dulhan,Mere Brother Ki Dulhan,0,2011,139,Comedy|Family|Romance,5.8,8390,Mere Brother Ki Dulhan is a quirky romantic comedy set in the world of the upper middle class in Northern India. Kush Agnihotri (Imran Khan) is looking for the ideal Indian bride for his brother Luv Agnihotri (Ali Zafar) who stays in London. In his quest  Kush goes through an array of wacky encounters with several families until he finally finds that perfect girl in Dimple Dixit (Katrina Kaif)  the craziest / wackiest girl he has ever known. Both the families meet. Formalities completed. Preparations proceed in full swing. And just then  our hero Kush falls in love with Dimple  his brother's dulhan. What follows is a comical and unpredictable series of events in this unusual topsy-turvy tale of love.,A quirky rom-com where Kush finds the ideal Indian bride Dimple for his brother Luv and a series of comical and unpredictable events follow.,,Imran Khan|Katrina Kaif|Ali Zafar|Tara D'Souza|Parikshat Sahni|Kanwaljit Singh|Mahru Sheikh|Suparna Marwah|Arfeen Khan|Mohammed Zeeshan Ayyub|Tariq Vasudeva|Brijendra Kala|Kusum Talwar|Vijay Mohan|,3 nominations,9 September 2011 (USA)
Mausam (2011 film),tt1627924,https://upload.wikimedia.org/wikipedia/en/thumb/d/d6/Mausam_first_look.jpg/220px-Mausam_first_look.jpg,https://en.wikipedia.org/wiki/Mausam_(2011_film),Mausam,Mausam,0,2011,161,Drama|Romance|War,4.7,4964,Circa 1992 Mallukot-based Harinder falls head-over-heels in love with Aayat  who has come to live there with her Bua  Fatimah  from Kashmir. Hoping to woo and marry her  despite of receiving romantic overtures from village belle  Lajjo  he  instead faces heartbreak following the attack on Babri Masjid by right-wing Hindu extremists. Seeking safety in Bombay  Aayat re-locates there with her father and Bua. The couple are then fated to meet in Scotland during 1999 where Harinder is now an Indian Air Force Pilot and Aayat is a ballet dancer. Both meet and re-kindle their romance  as well as set a date for their wedding. Unfortunately  the Kargil war compels Harinder to return home  and Aayat does not hear from him. Little does she know that he has been gravely injured and his left arm is paralyzed. After being discharged he still hopes to connect with her  returns to Scotland  and is told they have re-located to the United States. Following the events of 9-11  he gets a lead that she may...,A war  religious conflicts  and misunderstandings create obstacles for a couple of different faiths.,,Shahid Kapoor|Sonam Kapoor|Anupam Kher|Supriya Pathak|Aditi Sharma|Manoj Pahwa|Vaibhav Talwar|,1 win & 1 nomination,23 September 2011 (USA)
U R My Jaan,tt1847736,https://upload.wikimedia.org/wikipedia/en/thumb/4/4c/U_R_My_Jaan.jpg/220px-U_R_My_Jaan.jpg,https://en.wikipedia.org/wiki/U_R_My_Jaan,U R My Jaan,U R My Jaan,0,2011,140,Romance,6.0,91,When Akash  a renowned tycoon  obsessed with wealth  meets Reena  a small town Indian girl with big starry dreams  he is confronted with perplexing choices and must make life altering decisions before it is too late. The film is a musical romantic love story shot in India.,When Akash  a renowned tycoon  obsessed with wealth  meets Reena  a small town Indian girl with big starry dreams  he is confronted with perplexing choices and must make life altering ...                    ,Say What's In Your Heart| Before its Too Late,Mikaal|Preeti Soni|Himani Shivpuri|Anil Dhawan|Rajesh Khera|Aman Verma|Abhilasha Das|Aishwarya Sakhuja|Nathassha Sikka|Vipul Roy|Partha Ray|Narendra Jetley|Sunil Nagar|Neha Gupta|,,23 September 2011 (USA)
Force (2011 film),tt1992138,https://upload.wikimedia.org/wikipedia/en/thumb/6/6c/Force_Movie_Poster.jpg/220px-Force_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Force_(2011_film),Force,Force,0,2011,137,Action|Thriller,6.4,6497,Critically wounded and lying unconscious in a Mumbai hospital  ACP Yashvardhan of the Narcotics Control Bureau reflects on his life and his love-affair with Maya. With the assistance of the Commissioner as well as his colleagues  Atul  Kamlesh and Mahesh Pandey  and an informer  Arvind Shetty  he was able to apprehend drug-dealers in Kutch  Gujarat; Jalandhar  Punjab  as well as in Himachal Pradesh. Unknowingly  he paved the way for Vasu Anna Reddy to become the sole drug-dealer and invite his Mombasa-based brother  Vishnu  to join him. An encounter with the team kills Vasu  and some of the team gets suspended. A vengeful Vishnu decides to target the entire police unit as well as their respective families  and vows that he will not rest until he has killed them all. He starts with brutally killing Mahesh and his wife  Rachna  and then abducts Atul's wife  Swati - with a motive of forcing the former to do away with the remainder of this police team.,A vengeful drug-dealer/gangster targets and terrorizes an entire police unit and their families.,Bound by Duty| Unleashed by Love.,John Abraham|Genelia D'Souza|Raj Babbar|Mohnish Bahl|Kamlesh Sawant|Ameet Gaurr|Anaitha Nair|Mukesh Rishi|Shashank Shende|Vidyut Jammwal|,2 wins & 1 nomination,30 September 2011 (India)
Saheb Biwi Aur Gangster,tt2073070,https://upload.wikimedia.org/wikipedia/en/thumb/c/ca/Saheb_Biwi_Aur_Gangster_Poster.jpg/220px-Saheb_Biwi_Aur_Gangster_Poster.jpg,https://en.wikipedia.org/wiki/Saheb_Biwi_Aur_Gangster,Saheb Biwi Aur Gangster,Saheb Biwi Aur Gangster,0,2011,118,Action|Crime|Drama,7.2,3709,After the death of his first wife  wealthy Raja Aditya Pratap Singh  re-marries another woman  simply known as Chhoti Rani  who subsequently becomes mentally unstable. His father's former mistress  Badi Rani  controls the wealth  while he himself has a mistress. Unable to procure contracts through Mantri Prabhu Tiwari  he decides to stand for elections  while his rival  Ghenda Singh  recruits an assassin  Babalu  who is also the nephew of Sunder  Chhoti Rani's chauffeur  to kill Aditya. After Sunder is unable to drive due to an injury  he recommends Babalu  and Aditya hires him. Babalu settles down in his new job  attempts to get accepted by everyone  including Chhoti Rani  who he finds attractive. He soon finds out that she  too  has feelings for him  and then starts making plans of not only carrying out his assigned task but also becoming the next Saheb.,Hired to kill a nobleman  the assassin instead falls for the former's unstable wife.,,Jimmy Sheirgill|Mahie Gill|Randeep Hooda|Shreya Narayan|Deepal Shaw|Rajiv Gupta|Deep Raj Rana|Vipin Sharma|Kanika Dang|Sonal Joshi|Mukti Mohan|Sitaram Panchal|Rahul Mittra|Brijendra Kala|,3 nominations,23 September 2011 (USA)
Tere Mere Phere,tt1696191,https://upload.wikimedia.org/wikipedia/en/thumb/a/a8/Tere_mere_phere_key_art.jpg/220px-Tere_mere_phere_key_art.jpg,https://en.wikipedia.org/wiki/Tere_Mere_Phere,Tere Mere Phere,Tere Mere Phere,0,2011,120,Comedy|Drama|Romance,5.4,237,Rahul Bhasin and his wife  Pooja  bicker and quarrel in an airplane bound from Gaggal to Shimla  resulting in a riot  forcing the pilot to take the plane back. In order to escape police scrutiny  the duo flee in their recreation vehicle  and are joined by an irate gun-toting male  Jai Dhumal  who blames them for the delay in getting to his wedding with Muskaan. They are compelled to take him and recollect events that led to love-at-first-sight  a quick marriage  and a honey-moon to Himachal Pradesh via plane and then by a recreation vehicle  gifted by Rahul's maternal uncle  that soon turns into a nightmare after they find they are incompatible. Things get worse after they get robbed by a hitch-hiking couple  Geetanjali and Arjun  which compels them to abandon the RV  and return home via plane. Jai also tells them that he is actually eloping with his future bride as her father and brother  Veeru  disapprove of him  and are in the process of forcing her to marry a male of their choice....,An irate groom-to-be abducts a recently married bickering couple and asks them to take him to his wedding.,A mad ride called Love.....,Vinay Pathak|Riya Sen|Jagrat Desai|Sasha Goradia|Darshan Jariwala|Sushmita Mukherjee|Anup Jalota|Aniruddha Nair|Kriti Panth|Rohan Shah|Ketan Karande|,,30 September 2011 (India)
Breakaway (2011 film),tt1736552,https://upload.wikimedia.org/wikipedia/en/thumb/7/73/Breakaway2011Poster.jpg/220px-Breakaway2011Poster.jpg,https://en.wikipedia.org/wiki/Speedy_Singhs,Breakaway,Breakaway,0,2011,101,Comedy|Drama|Sport,5.7,2123,A hockey enthusiast since 12 years of age  Toronto-based Rajvinder Singh  even went to the extent of trimming his hair  discarding his Pagri/turban  did not complete his education  incurred the wrath of his father  Darvesh  who wanted him to be involved in the family business as well as confirm and respect Sikh religion principles and values. Hoping to play professional hockey  Rajvinder  along with other fellow Sikh players  instead finds himself treated as the object of ridicule  referred to as a 'joker'  by mainstream Caucasian players. Even his friends tease him and ask him to take up 'Guli Danda' and Kabaddi'  while his father makes him work for Uncle Sammy as a truck driver. He is attracted to stunning law student Melissa Winters while her brother  Dan  offers to coach Rajvinder and his team. Unable to get themselves included in any team  they form their own  and call it 'Speedy Singhs'. They then set about to make a name for themselves with a coach who is unable to pronounce ...,An ethnic Canadian hockey player struggles against traditional family values and discrimination from mainstream hockey players.,Love. It's a team sport.,Vinay Virmani|Camilla Belle|Russell Peters|Rob Lowe|Anupam Kher|Gurpreet Ghuggi|Sakina Jaffrey|Noureen DeWulf|Kashish Suri|Pamela Sinha|Prem Singh|Al Mukadam|Ali Hassan|Rup Magon|,,23 September 2011 (India)
Chargesheet (film),tt1368453,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Charge_Sheet.jpg/220px-Charge_Sheet.jpg,https://en.wikipedia.org/wiki/Chargesheet_(film),Chargesheet,Chargesheet,0,2011,\N,Drama|Thriller,6.3,84,The story revolves around the murder case of an actress.,The story revolves around the murder case of an actress.,,Dev Anand|Sanket Dhawan|Divya Dutta|Shehzad Khan|Devshi Khanduri|Hansal Mehta|Chirag Patil|Riya Sen|Naseeruddin Shah|Yashpal Sharma|Jackie Shroff|Thakur Amar Singh|,,
Love Breakups Zindagi,tt1877691,https://upload.wikimedia.org/wikipedia/en/thumb/d/dd/LBZ_pic.jpg/220px-LBZ_pic.jpg,https://en.wikipedia.org/wiki/Love_Breakups_Zindagi,Love Breakups Zindagi,Love Breakups Zindagi,0,2011,156,Comedy|Drama|Romance,5.7,930,Delhi-based Jai Malhotra is engaged to Radhika and their marriage is expected to take place soon  while Mumbai-based Naina Kapoor has a boyfriend in Dhruv and both are also plan to wed. Both travel without their respective lovers to Chandigarh to attend the marriage of Arjun and Gayatri. They meet with Gayatri's grandmother  Bijji  and mingle with others. They also organize a night of entertainment  which is also attended by Dhruv. The festivities turn to sorrow the next day when Bijji unexpectedly passes away. After a brief mourning period  the marriage takes place  and everyone returns to their respective homes. With their minds still fresh from memories and photographs from the wedding  they then experience issues and challenges when they attempt to adjust back into their respective lives.,A couple and many of their friends experience changes and challenges in their respective lives after attending a wedding.,,Zayed Khan|Dia Mirza|Cyrus Sahukar|Tisca Chopra|Satyadeep Misra|Vaibhav Talwar|Pallavi Sharda|Auritra Ghosh|Umang Jain|Farida Jalal|,,7 October 2011 (India)
Mujhse Fraaandship Karoge,tt2057441,https://upload.wikimedia.org/wikipedia/en/thumb/8/80/Mujhse_Fraaandship_Karoge.jpg/220px-Mujhse_Fraaandship_Karoge.jpg,https://en.wikipedia.org/wiki/Mujhse_Fraaandship_Karoge,Mujhse Fraaandship Karoge,Mujhse Fraaandship Karoge,0,2011,106,Comedy|Romance,6.9,3708,If Rahul the rockstar has got the voice and the looks  Vishal  the writer has the brains. If Malvika  the fashion design student and biker chick can get heads turning with just her looks  Preity  the photographer  can say a million things with her pretty pictures. What Vishal and Preity can't do  is spell it out to Malvika and Rahul that they heart them. But 'Liking' someone on Facebook is a lot easier. And when you can't make it on your own  the best thing to do is to fake it. So  Vishal becomes Rahul and Preity becomes Malvika by taking their identities online and they start fraaandshipping each other. They chat  'like'  tag and LOL together and do a great job of pretending to be someone else. But  the question remains  how long can you fake true love? In short  Rahul loves Malvika. And Malvika loves Rahul. But Rahul is not Rahul. Rahul is Vishal. And Vishal loves Malvika too. But Malvika is not Malvika either. Malvika is Preity. And Preity loves Rahul. But Preity hates Vishal. And ...,When you can't make it on your own  the best thing to do is to fake it. But  the question remains  how long can you fake true love?,,Saqib Saleem|Saba Azad|Nishant Dahiya|Tara D'Souza|Prabal Panjabi|Chitrak Bandyopadhyay|Manasi Rachh|Suparna Marwah|,,14 October 2011 (India)
Aazaan,tt2033947,https://upload.wikimedia.org/wikipedia/en/3/31/Azaan_movie_poster.jpg,https://en.wikipedia.org/wiki/Aazaan,Aazaan,Aazaan,0,2011,125,Action|Drama|Mystery,4.4,329,Aazaan Khan - a young upright army officer  with a mixed lineage of Afghan and Indian parents  working for RAW (India's Research and Analysis Wing) as part of his duties  gets drawn in to the murky world of espionage only to find his younger brother a suspected terrorist. Torn between his love for his country and his brother  Aazaan embarks on his mission of unraveling a conspiracy of science and technology  which turns uglier when he realizes that it stands to threaten the 1.2 billion population of one of the largest developing nations in the world - India. What unfolds is a fast paced story of one man's determination of saving his country against all odds of human defiance. Strengthening him in achieving is mission is his relationship with Afreen - a beautiful Moroccan girl  who grounds him with human emotions of love that help him conquer the plot.,A Secret Agent must race against time to stop terrorists about to unleash an unknown strain of the Ebola Virus.,A Country A Conspiracy A Common Man,Sachiin Joshi|Candice Boucher|Arya Babbar|Samy Gharbi|,,14 October 2011 (India)
Ra.One,tt1562871,https://upload.wikimedia.org/wikipedia/en/thumb/5/58/Ra.Oneposter.jpg/220px-Ra.Oneposter.jpg,https://en.wikipedia.org/wiki/Ra.One,Ra.One,Ra.One,0,2011,156,Action|Adventure|Sci-Fi,4.6,36221,Following his son's suggestion  Shekhar designs an action-adventure video game where the antagonist is more powerful than the protagonist. The player has to fight in the first two levels to reach the third one where whoever fires the bullet first wins. The game is well-received on its opening night  but things go wrong when Prateek stops playing and quits the game in between  only to invite the wrath of Ra.One  the game's villain who uses an advanced technology to take on physical form. He wants to destroy Prateek  something only the game's protagonist  G.One  can prevent from happening.,When the titular antagonist of an action-adventure video game takes on physical form  it's only the game's less powerful protagonist who can save his creator's family.,Introducing G.One : Superhero With A H.A.R.T.,Shah Rukh Khan|Arjun Rampal|Kareena Kapoor|Shahana Goswami|Atul Sharma|Priyanka Chopra|Satish Shah|Armaan Verma|Dalip Tahil|Suresh Menon|Sanjay Dutt|Rajinikanth|Joe Egan|Ben Hawkey|,14 wins & 9 nominations,26 October 2011 (India)
Rockstar (2011 film),tt1839596,https://upload.wikimedia.org/wikipedia/en/thumb/6/68/Rockstar-Movie-Poster.jpg/220px-Rockstar-Movie-Poster.jpg,https://en.wikipedia.org/wiki/Rockstar_(2011_film),Rockstar,Rockstar,0,2011,159,Drama|Music|Musical,7.7,35757,"The film follows Janardhan Jhakar in a series of flashbacks and flash forwards  how the small collage boy became an international rock sensation ""Jordan"". To chase his dreams of a rockstar  the wanna-be singer his counseled that music and feelings only come with pain. In the process of which  he meets Heer  a tough on the outside and popular college girl  the both become friends  and as time passes by his dreams of music fade away as they spend time together. When heer moves away  Janardhan is thrown out of his house because of family misunderstandings. As he bides his time at a local mosque  his passion for music comes back to life. He is soon signed by a record label  where he makes more enemies than friends  his tour takes him to Prague  where he is reunited with a married Heer. Things go awry when the two share an intimate moment  and Jordan his deported to India on trespassing charges filed by Heer's husband. Now an angry painful and lonely JORDAN embarks on his journey to become...",Janardhan Jakhar chases his dreams of becoming a big Rock star  during which he falls in love with Heer.,,Ranbir Kapoor|Nargis Fakhri|Shammi Kapoor|Kumud Mishra|Piyush Mishra|Shernaz Patel|Aditi Rao Hydari|Sanjana Sanghi|Shikha Jain|Jaideep Ahlawat|,34 wins & 18 nominations,11 November 2011 (USA)
Miley Naa Miley Hum,tt2104937,https://upload.wikimedia.org/wikipedia/en/thumb/8/86/Miley_naa_Miley_hum_poster.jpg/220px-Miley_naa_Miley_hum_poster.jpg,https://en.wikipedia.org/wiki/Miley_naa_Miley_hum_(2011_film),Miley - Naa Miley - Hum,Miley - Naa Miley - Hum,0,2011,114,Comedy|Drama|Romance,3.0,159,Chirag comes from a wealthy background and assists his father  Siddharth Mehra  to maintain their farmland. His parents have been divorced due to incompatibility arising mainly due to his businesswoman mother  Shalini's hatred of tennis  and he lives with them every alternate month. Both would like him to get married  and accordingly Shalini picks London-based Kamiah  while Siddharth picks Bhatinda-based Manjeet Ahluwalia. Chirag  who sneaks off to practice tennis at night  is asked to make a choice but informs them that he is in love with a model named Anishka. Watch what happens when the displeased couple decide to confront and put pressure on a struggling and unknowing klutz-like Anishka to leave their son alone.,A tennis player incurs his pushy divorced parents' displeasure when he pretends to fall for a struggling model.,,Chirag Paswan|Kangana Ranaut|Neeru Bajwa|Sagarika Ghatge|Poonam Dhillon|Kabir Bedi|Kunal Kumar|Suresh Menon|Dalip Tahil|Shweta Tiwari|,,4 November 2011 (India)
Tell Me O Kkhuda,tt1961530,https://upload.wikimedia.org/wikipedia/en/thumb/b/b5/Tell_Me_O_Kkhuda.jpg/220px-Tell_Me_O_Kkhuda.jpg,https://en.wikipedia.org/wiki/Tell_Me_O_Kkhuda,Tell Me O Kkhuda,Tell Me O Kkhuda,0,2011,125,Action|Crime|Drama,2.5,316,Feminist author Tanya Kapoor  who lives a wealthy lifestyle in Mumbai with her father  Ravi  a retired army officer  and mother  is presented with an award. While doing research in her home  she comes across a document that shows she was born in Bombay Hospital on August 24  1986 to unknown parents. She  with the help of boyfriend  Jai Vishal Singh  as well as Kuki  decide to look for her biological father. A search of local municipal records indicate that her father's first name started with 'A'  and they set out on a quest that will initially will take them to Pratapgarh in Rajasthan where she will meet with Abhay Rana Pratap Singh as well as his conservative male-child favoring family - who may be involved in a conspiracy of switching babies. Then she will travel all the way to Turkey to meet with Altaf Zardari and his wife  Zainab  who had become mentally unstable wife after being told that her child had perished shortly after being born. And finally to Goa to meet with gangster ...,After finding she was adopted as child  a young woman sets out to look for her biological parents.,Tracing Her Roots,Dharmendra|Vinod Khanna|Rishi Kapoor|Farooq Shaikh|Hema Malini|Esha Deol|Arjan Bajwa|Chandan Roy Sanyal|Johnny Lever|Meltem Cumbul|Madhoo|Sudhanshu Pandey|Richa Pallod|Rameshwari|,,27 October 2011 (India)
Damadamm!,tt1503640,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Damadamm.jpg/220px-Damadamm.jpg,https://en.wikipedia.org/wiki/Damadamm!,Damadamm!,Damadamm!,0,2011,122,Comedy|Drama|Romance,4.0,388,Based in Malad West  Mumbai  Sameer lives a middle-classed lifestyle along with his live-in rather pushy girlfriend  Shikha  who constantly questions and nags him several times during the day. He is employed with a Bollywood film distribution firm owned by Rajan Mehra. When Shikha decides to visit her family in Indore  he is relieved and decides to live it up. Things look up for him when Rajan hires his gorgeous sister  Sanjana  to work with him. Both soon become close  and she accepts his proposal for marriage despite of being aware that he is in a relationship. Watch what impact this news has on Shikha.,On a break from his pushy girlfriend  a male falls for the sister of his employer.,,Himesh Reshammiya|Sonal Sehgal|Purbi Joshi|Rajesh Khattar|,,27 October 2011 (India)
Ladies vs Ricky Bahl,tt1954598,https://upload.wikimedia.org/wikipedia/en/thumb/5/53/LadiesVsRickyBahl2.jpg/220px-LadiesVsRickyBahl2.jpg,https://en.wikipedia.org/wiki/Ladies_vs_Ricky_Bahl,Ladies vs. Ricky Bahl,Ladies vs. Ricky Bahl,0,2011,140,Comedy|Drama|Romance,5.9,8069,Dimple Chaddha (Parineeti Chopra)  a brash 19 year old Delhi college girl falls in love with Sunny Singh  a fitness trainer. Raina Parulekar (Dipannita Sharma)  a 28 year old independent and successful corporate woman in Mumbai does business with an art dealer Deven Shah. Saira Rashid (Aditi Sharma)  a 24 year old sweet  hard working widow in Lucknow makes a new friend  the shy Iqbal Khan. Three very different girls who each get taken for a lot of money by each of these three men. The problem is that it is actually just one man - Ricky Bahl (Ranveer Singh)  a suave and charming con-man who revels in the game and is only after the Money. A chance encounter brings these three women together who vow to take down Ricky Bahl and get their money back. The next step is the actual plan. Enter Ishika Desai (Anushka Sharma)  a young and ambitious girl whose street smart ways will one day  very soon  get her to the top. The furious trio  one professional con-man and a girl who loves adventure. ...,"A smooth and charming conman  Ricky Bahl  cons girls for a living but finally meets his match is this fun-filled ""ROM-CON.""",,Ranveer Singh|Anushka Sharma|Parineeti Chopra|Dipannita Sharma|Aditi Sharma|,7 wins & 3 nominations,9 December 2011 (India)
Desi Boyz,tt1985981,https://upload.wikimedia.org/wikipedia/en/thumb/f/f5/11nov_desiboyz-poster01.jpg/220px-11nov_desiboyz-poster01.jpg,https://en.wikipedia.org/wiki/Desi_Boyz,Desi Boyz,Desi Boyz,0,2011,122,Comedy|Drama,5.7,12089,Based in England  Nikhil Mathur is employed as an Investment Banker and has a idealist girlfriend in Radhika Awasthi. His friend  Jignesh Patel  works as a Security Guard in a mall and is the guardian of Veer  his late sister's son  and under close scrutiny of the Social Services Department. Global recession takes a toll on Nikhil - he not only loses his job but also his investments  while Jignesh gets fired for failing to prevent theft by a minor. Nikhil is unable to find employment and after Jignesh gets fired from yet another job  the duo end up working as male escorts with 'Desi Boyz' as Rocco and Hunter  and bring in enough income to keep them going. Radhika soon finds out and dumps Nikhil  while a Social Worker  Vikrant Mehra  takes custody of Veer and has him placed in a foster home. With their lives turned upside down  the duo blame each other and part company. Unable to even speak with Radhika  Nikhil is dismayed when he finds her in the company of a new boyfriend  Ajay Bapat...,Two friends lose their jobs  then part bitterly after they get exposed as male strippers.,,Akshay Kumar|John Abraham|Deepika Padukone|Chitrangda Singh|Anupam Kher|Mohnish Bahl|Omi Vaidya|Virej Dasani|Satish Kaushik|Bharti Achrekar|Shrman Jain|Bruna Abdullah|Suparna Marwah|Kim Jagtiani|,2 wins & 6 nominations,25 November 2011 (India)
Game (2011 film),tt1772872,https://upload.wikimedia.org/wikipedia/en/thumb/5/5a/Game_2011_Bollywood_Film.jpg/220px-Game_2011_Bollywood_Film.jpg,https://en.wikipedia.org/wiki/Game_(2011_film),Game,Game,0,2011,135,Action|Crime|Drama,5.1,1786,Four strangers (Neil Menon  OP Ramsay  Tisha Khanna and Vikram Kapoor) are invited by the reclusive Kabir Malhotra  to his private island of Samos  Greece. They don't know each other and they don't know him ... and by the next morning they will wish they had never come.,A wealthy man invites four people to his private island to blame three of them for his daughter's sudden death. The next morning  the wealthy man is found murdered.,It's not Over till its Over,Abhishek Bachchan|Kangana Ranaut|Anupam Kher|Boman Irani|Jimmy Sheirgill|Shahana Goswami|Gauhar Khan|Sarah-Jane Dias|Mantra|,2 wins,1 April 2011 (India)
No One Killed Jessica,tt1734110,https://upload.wikimedia.org/wikipedia/en/thumb/6/64/No_One_Killed_Jessica_Movie.jpg/220px-No_One_Killed_Jessica_Movie.jpg,https://en.wikipedia.org/wiki/No_One_Killed_Jessica,No One Killed Jessica,No One Killed Jessica,0,2011,136,Biography|Crime|Drama,7.2,10164,Devastated when she is told that that her sister  Jessica Lall  is shot dead by Manish Bhardwaj  the son of Pramod  a Congress party Member of Parliament in Haryana  Delhi-based Sabrina Lall  in the company of her parents  attends the Court to view a charade that will lead to the acquittal of the accused and his accomplices seven years after the incident. Disillusioned by rampart police corruption and inefficiency; a stagnant British introduced legal system; the passing of her mother & the hospitalization of her father  she retreats unto herself. Then foul-mouthed NDTV employee  Meera Gaity  known for being more of an activist than a Journalist  takes an interest in this incident  and uncovers conspiracy & corruption that led to the accused' acquittals - leading to a near India-wide protest. While preparing herself to participate in a candle-lit procession at Delhi's India Gate  Meera will confront Sabrina and will come to know the reasons why the latter refuses to be involved in this...,A journalist  who is more of an activist teams up with the sister of a murdered model  as she gets interested in the case and wants to bring justice to her case.,,Rani Mukerji|Vidya Balan|Myra Karn|Neil Bhoopalam|Rajesh Sharma|Satyadeep Misra|Yogendra Tiku|,4 wins & 8 nominations,7 January 2011 (USA)
Rascals (2011 film),tt1830786,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Rascals2.jpg/220px-Rascals2.jpg,https://en.wikipedia.org/wiki/Rascals_(2011_film),Rascals,Rascals,0,2011,128,Action|Comedy|Crime,2.9,2377,After conning and humiliating a Mumbai-based gangster  Anthony Gonsalves  on two different occasions  two con-men  Bhagat Bhosle - who stole a suitcase containing cash - and Chetan Chouhan - who stole his vehicle - end up in Bangkok. Once there  Chetan poses as a social worker and attempts to raise funds for orphans in Somalia as well as win the heart of a wealthy woman  Khushi. Bhagat also ventures on the scene and attempts to win her heart by feigning blindness. The duo make hilarious attempts to outdo each other - little knowing that soon things are going to change after Khushi gets abducted by a vengeful Anthony.,Two rival con-men attempt to outdo each other to woo a wealthy woman.,,Ajay Devgn|Sanjay Dutt|Kangana Ranaut|Lisa Haydon|Arjun Rampal|Satish Kaushik|Hiten Paintal|Chunky Pandey|,,6 October 2011 (India)
